iso_code,continent,location,month_year,population,monthly_vaccinations_count,cumulative_vaccinations_count
ABW,North America,Aruba,April 2021,106766,1577423,1577423
ABW,North America,Aruba,August 2021,106766,1675896,3253319
ABW,North America,Aruba,July 2021,106766,4127449,7380768
ABW,North America,Aruba,June 2021,106766,3645838,11026606
ABW,North America,Aruba,March 2021,106766,81131,11107737
ABW,North America,Aruba,May 2021,106766,2903035,14010772
AFG,Asia,Afghanistan,April 2020,38928341,0,0
AFG,Asia,Afghanistan,April 2021,38928341,5958161,5958161
AFG,Asia,Afghanistan,August 2020,38928341,0,5958161
AFG,Asia,Afghanistan,August 2021,38928341,19844492,25802653
AFG,Asia,Afghanistan,December 2020,38928341,0,25802653
AFG,Asia,Afghanistan,February 2020,38928341,0,25802653
AFG,Asia,Afghanistan,February 2021,38928341,28700,25831353
AFG,Asia,Afghanistan,January 2021,38928341,0,25831353
AFG,Asia,Afghanistan,July 2020,38928341,0,25831353
AFG,Asia,Afghanistan,July 2021,38928341,33563433,59394786
AFG,Asia,Afghanistan,June 2020,38928341,0,59394786
AFG,Asia,Afghanistan,June 2021,38928341,21390694,80785480
AFG,Asia,Afghanistan,March 2020,38928341,0,80785480
AFG,Asia,Afghanistan,March 2021,38928341,1690500,82475980
AFG,Asia,Afghanistan,May 2020,38928341,0,82475980
AFG,Asia,Afghanistan,May 2021,38928341,15964531,98440511
AFG,Asia,Afghanistan,November 2020,38928341,0,98440511
AFG,Asia,Afghanistan,October 2020,38928341,0,98440511
AFG,Asia,Afghanistan,September 2020,38928341,0,98440511
AGO,Africa,Angola,April 2020,32866268,2127534,2127534
AGO,Africa,Angola,April 2021,32866268,9911546,12039080
AGO,Africa,Angola,August 2020,32866268,1355541,13394621
AGO,Africa,Angola,August 2021,32866268,17700760,31095381
AGO,Africa,Angola,December 2020,32866268,516069,31611450
AGO,Africa,Angola,February 2021,32866268,90118,31701568
AGO,Africa,Angola,January 2021,32866268,302760,32004328
AGO,Africa,Angola,July 2020,32866268,1568849,33573177
AGO,Africa,Angola,July 2021,32866268,48914840,82488017
AGO,Africa,Angola,June 2020,32866268,1721338,84209355
AGO,Africa,Angola,June 2021,32866268,38262606,122471961
AGO,Africa,Angola,March 2020,32866268,906948,123378909
AGO,Africa,Angola,March 2021,32866268,1595868,124974777
AGO,Africa,Angola,May 2020,32866268,1988583,126963360
AGO,Africa,Angola,May 2021,32866268,21618432,148581792
AGO,Africa,Angola,November 2020,32866268,702519,149284311
AGO,Africa,Angola,October 2020,32866268,935805,150220116
AGO,Africa,Angola,September 2020,32866268,1108715,151328831
AIA,North America,Anguilla,April 2021,15002,197185,197185
AIA,North America,Anguilla,August 2021,15002,110176,307361
AIA,North America,Anguilla,February 2021,15002,58264,365625
AIA,North America,Anguilla,July 2021,15002,542520,908145
AIA,North America,Anguilla,June 2021,15002,456285,1364430
AIA,North America,Anguilla,March 2021,15002,156304,1520734
AIA,North America,Anguilla,May 2021,15002,386783,1907517
ALB,Europe,Albania,April 2020,2877800,45434612,45434612
ALB,Europe,Albania,April 2021,2877800,9333671,54768283
ALB,Europe,Albania,August 2020,2877800,25608599,80376882
ALB,Europe,Albania,August 2021,2877800,14962452,95339334
ALB,Europe,Albania,December 2020,2877800,4355204,99694538
ALB,Europe,Albania,February 2020,2877800,8935193,108629731
ALB,Europe,Albania,February 2021,2877800,107359,108737090
ALB,Europe,Albania,January 2021,2877800,262104,108999194
ALB,Europe,Albania,July 2020,2877800,31009052,140008246
ALB,Europe,Albania,July 2021,2877800,33156719,173164965
ALB,Europe,Albania,June 2020,2877800,35150711,208315676
ALB,Europe,Albania,June 2021,2877800,25816897,234132573
ALB,Europe,Albania,March 2020,2877800,52262447,286395020
ALB,Europe,Albania,March 2021,2877800,1310204,287705224
ALB,Europe,Albania,May 2020,2877800,41635750,329340974
ALB,Europe,Albania,May 2021,2877800,20418085,349759059
ALB,Europe,Albania,November 2020,2877800,9356664,359115723
ALB,Europe,Albania,October 2020,2877800,14981901,374097624
ALB,Europe,Albania,September 2020,2877800,19640565,393738189
AND,Europe,Andorra,April 2020,77265,102871845,102871845
AND,Europe,Andorra,April 2021,77265,651556,103523401
AND,Europe,Andorra,August 2020,77265,60537555,164060956
AND,Europe,Andorra,August 2021,77265,938914,164999870
AND,Europe,Andorra,December 2020,77265,14960992,179960862
AND,Europe,Andorra,February 2021,77265,49956,180010818
AND,Europe,Andorra,January 2021,77265,3634510,183645328
AND,Europe,Andorra,July 2020,77265,72118485,255763813
AND,Europe,Andorra,July 2021,77265,2342576,258106389
AND,Europe,Andorra,June 2020,77265,80818669,338925058
AND,Europe,Andorra,June 2021,77265,1608999,340534057
AND,Europe,Andorra,March 2020,77265,113717670,454251727
AND,Europe,Andorra,March 2021,77265,232530,454484257
AND,Europe,Andorra,May 2020,77265,94906767,549391024
AND,Europe,Andorra,May 2021,77265,1003253,550394277
AND,Europe,Andorra,November 2020,77265,25504967,575899244
AND,Europe,Andorra,October 2020,77265,37749272,613648516
AND,Europe,Andorra,September 2020,77265,47558143,661206659
ARE,Asia,United Arab Emirates,April 2020,9890400,171585536,171585536
ARE,Asia,United Arab Emirates,April 2021,9890400,283538717,455124253
ARE,Asia,United Arab Emirates,August 2020,9890400,107051779,562176032
ARE,Asia,United Arab Emirates,August 2021,9890400,204569025,766745057
ARE,Asia,United Arab Emirates,December 2020,9890400,37085252,803830309
ARE,Asia,United Arab Emirates,February 2020,9890400,198324050,1002154359
ARE,Asia,United Arab Emirates,February 2021,9890400,138770248,1140924607
ARE,Asia,United Arab Emirates,January 2020,9890400,21404274,1162328881
ARE,Asia,United Arab Emirates,January 2021,9890400,55825515,1218154396
ARE,Asia,United Arab Emirates,July 2020,9890400,124830159,1342984555
ARE,Asia,United Arab Emirates,July 2021,9890400,500748518,1843733073
ARE,Asia,United Arab Emirates,June 2020,9890400,137730765,1981463838
ARE,Asia,United Arab Emirates,June 2021,9890400,423200671,2404664509
ARE,Asia,United Arab Emirates,March 2020,9890400,194796686,2599461195
ARE,Asia,United Arab Emirates,March 2021,9890400,215531252,2814992447
ARE,Asia,United Arab Emirates,May 2020,9890400,159813422,2974805869
ARE,Asia,United Arab Emirates,May 2021,9890400,361169767,3335975636
ARE,Asia,United Arab Emirates,November 2020,9890400,52816338,3388791974
ARE,Asia,United Arab Emirates,October 2020,9890400,72068515,3460860489
ARE,Asia,United Arab Emirates,September 2020,9890400,86671110,3547531599
ARG,South America,Argentina,April 2020,45195777,1484085,1484085
ARG,South America,Argentina,April 2021,45195777,176010231,177494316
ARG,South America,Argentina,August 2020,45195777,814323,178308639
ARG,South America,Argentina,August 2021,45195777,408859376,587168015
ARG,South America,Argentina,December 2020,45195777,145565,587313580
ARG,South America,Argentina,February 2020,45195777,1766912,589080492
ARG,South America,Argentina,February 2021,45195777,17531228,606611720
ARG,South America,Argentina,January 2020,45195777,2064905,608676625
ARG,South America,Argentina,January 2021,45195777,6171972,614848597
ARG,South America,Argentina,July 2020,45195777,996334,615844931
ARG,South America,Argentina,July 2021,45195777,819896987,1435741918
ARG,South America,Argentina,June 2020,45195777,1137490,1436879408
ARG,South America,Argentina,June 2021,45195777,500853097,1937732505
ARG,South America,Argentina,March 2020,45195777,1712629,1939445134
ARG,South America,Argentina,March 2021,45195777,77170620,2016615754
ARG,South America,Argentina,May 2020,45195777,1354481,2017970235
ARG,South America,Argentina,May 2021,45195777,309975257,2327945492
ARG,South America,Argentina,November 2020,45195777,268161,2328213653
ARG,South America,Argentina,October 2020,45195777,456175,2328669828
ARG,South America,Argentina,September 2020,45195777,614757,2329284585
ARM,Asia,Armenia,April 2020,2963234,946895244,946895244
ARM,Asia,Armenia,April 2021,2963234,138113,947033357
ARM,Asia,Armenia,August 2020,2963234,635514182,1582547539
ARM,Asia,Armenia,August 2021,2963234,1908504,1584456043
ARM,Asia,Armenia,December 2020,2963234,293969719,1878425762
ARM,Asia,Armenia,February 2021,2963234,112539459,1990965221
ARM,Asia,Armenia,January 2021,2963234,207183830,2198149051
ARM,Asia,Armenia,July 2020,2963234,722300071,2920449122
ARM,Asia,Armenia,July 2021,2963234,3883244,2924332366
ARM,Asia,Armenia,June 2020,2963234,781631794,3705964160
ARM,Asia,Armenia,June 2021,2963234,1758090,3707722250
ARM,Asia,Armenia,March 2020,2963234,1063844535,4771566785
ARM,Asia,Armenia,March 2021,2963234,42010687,4813577472
ARM,Asia,Armenia,May 2020,2963234,893072303,5706649775
ARM,Asia,Armenia,May 2021,2963234,609518,5707259293
ARM,Asia,Armenia,November 2020,2963234,367118549,6074377842
ARM,Asia,Armenia,October 2020,2963234,464741950,6539119792
ARM,Asia,Armenia,September 2020,2963234,532381999,7071501791
ATG,North America,Antigua and Barbuda,April 2020,97928,497688,497688
ATG,North America,Antigua and Barbuda,April 2021,97928,854434,1352122
ATG,North America,Antigua and Barbuda,August 2020,97928,308735,1660857
ATG,North America,Antigua and Barbuda,August 2021,97928,836127,2496984
ATG,North America,Antigua and Barbuda,December 2020,97928,104030,2601014
ATG,North America,Antigua and Barbuda,February 2021,97928,76306,2677320
ATG,North America,Antigua and Barbuda,January 2021,97928,52016,2729336
ATG,North America,Antigua and Barbuda,July 2020,97928,360749,3090085
ATG,North America,Antigua and Barbuda,July 2021,97928,2058875,5148960
ATG,North America,Antigua and Barbuda,June 2020,97928,398640,5547600
ATG,North America,Antigua and Barbuda,June 2021,97928,1789699,7337299
ATG,North America,Antigua and Barbuda,March 2020,97928,340399,7677698
ATG,North America,Antigua and Barbuda,March 2021,97928,685587,8363285
ATG,North America,Antigua and Barbuda,May 2020,97928,463103,8826388
ATG,North America,Antigua and Barbuda,May 2021,97928,1139300,9965688
ATG,North America,Antigua and Barbuda,November 2020,97928,150198,10115886
ATG,North America,Antigua and Barbuda,October 2020,97928,206384,10322270
ATG,North America,Antigua and Barbuda,September 2020,97928,249252,10571522
AUS,Oceania,Australia,April 2020,25499881,3341933,3341933
AUS,Oceania,Australia,April 2021,25499881,42373827,45715760
AUS,Oceania,Australia,August 2020,25499881,2068608,47784368
AUS,Oceania,Australia,August 2021,25499881,159919480,207703848
AUS,Oceania,Australia,December 2020,25499881,689535,208393383
AUS,Oceania,Australia,February 2020,25499881,3870298,212263681
AUS,Oceania,Australia,February 2021,25499881,152488,212416169
AUS,Oceania,Australia,January 2020,25499881,839038,213255207
AUS,Oceania,Australia,January 2021,25499881,339117,213594324
AUS,Oceania,Australia,July 2020,25499881,2419027,216013351
AUS,Oceania,Australia,July 2021,25499881,305196383,521209734
AUS,Oceania,Australia,June 2020,25499881,2674640,523884374
AUS,Oceania,Australia,June 2021,25499881,181502015,705386389
AUS,Oceania,Australia,March 2020,25499881,3798099,709184488
AUS,Oceania,Australia,March 2021,25499881,7456616,716641104
AUS,Oceania,Australia,May 2020,25499881,3108564,719749668
AUS,Oceania,Australia,May 2021,25499881,97219955,816969623
AUS,Oceania,Australia,November 2020,25499881,1000939,817970562
AUS,Oceania,Australia,October 2020,25499881,1379072,819349634
AUS,Oceania,Australia,September 2020,25499881,1668231,821017865
AUT,Europe,Austria,April 2020,9006400,361440292,361440292
AUT,Europe,Austria,April 2021,9006400,72901215,434341507
AUT,Europe,Austria,August 2020,9006400,194429671,628771178
AUT,Europe,Austria,August 2021,9006400,119254665,748025843
AUT,Europe,Austria,December 2020,9006400,16586341,764612184
AUT,Europe,Austria,February 2020,9006400,71674339,836286523
AUT,Europe,Austria,February 2021,9006400,13522510,849809033
AUT,Europe,Austria,January 2021,9006400,3686064,853495097
AUT,Europe,Austria,July 2020,9006400,239742468,1093237565
AUT,Europe,Austria,July 2021,9006400,276452268,1369689833
AUT,Europe,Austria,June 2020,9006400,275152658,1644842491
AUT,Europe,Austria,June 2021,9006400,197192022,1842034513
AUT,Europe,Austria,March 2020,9006400,418070247,2260104760
AUT,Europe,Austria,March 2021,9006400,37034807,2297139567
AUT,Europe,Austria,May 2020,9006400,328906358,2626045925
AUT,Europe,Austria,May 2021,9006400,129938211,2755984136
AUT,Europe,Austria,November 2020,9006400,58726294,2814710430
AUT,Europe,Austria,October 2020,9006400,105265782,2919976212
AUT,Europe,Austria,September 2020,9006400,145013927,3064990139
AZE,Asia,Azerbaijan,April 2020,10139175,259750169,259750169
AZE,Asia,Azerbaijan,April 2021,10139175,36902306,296652475
AZE,Asia,Azerbaijan,August 2020,10139175,149493346,446145821
AZE,Asia,Azerbaijan,August 2021,10139175,63787905,509933726
AZE,Asia,Azerbaijan,December 2020,10139175,31063552,540997278
AZE,Asia,Azerbaijan,February 2021,10139175,4283210,545280488
AZE,Asia,Azerbaijan,January 2021,10139175,4599963,549880451
AZE,Asia,Azerbaijan,July 2020,10139175,179586163,729466614
AZE,Asia,Azerbaijan,July 2021,10139175,131864298,861330912
AZE,Asia,Azerbaijan,June 2020,10139175,202445430,1063776342
AZE,Asia,Azerbaijan,June 2021,10139175,85822656,1149598998
AZE,Asia,Azerbaijan,March 2020,10139175,298015957,1447614955
AZE,Asia,Azerbaijan,March 2021,10139175,14676187,1462291142
AZE,Asia,Azerbaijan,May 2020,10139175,238801060,1701092202
AZE,Asia,Azerbaijan,May 2021,10139175,56757228,1757849430
AZE,Asia,Azerbaijan,November 2020,10139175,58713872,1816563302
AZE,Asia,Azerbaijan,October 2020,10139175,90278450,1906841752
AZE,Asia,Azerbaijan,September 2020,10139175,116018611,2022860363
BDI,Africa,Burundi,April 2020,11890781,1126710,1126710
BDI,Africa,Burundi,April 2021,11890781,650445,1777155
BDI,Africa,Burundi,August 2020,11890781,999091,2776246
BDI,Africa,Burundi,August 2021,11890781,201204,2977450
BDI,Africa,Burundi,December 2020,11890781,834605,3812055
BDI,Africa,Burundi,February 2021,11890781,680156,4492211
BDI,Africa,Burundi,January 2021,11890781,792802,5285013
BDI,Africa,Burundi,July 2020,11890781,1040895,6325908
BDI,Africa,Burundi,July 2021,11890781,548759,6874667
BDI,Africa,Burundi,June 2020,11890781,1047112,7921779
BDI,Africa,Burundi,June 2021,11890781,570855,8492634
BDI,Africa,Burundi,March 2020,11890781,38231,8530865
BDI,Africa,Burundi,March 2021,11890781,713256,9244121
BDI,Africa,Burundi,May 2020,11890781,1123138,10367259
BDI,Africa,Burundi,May 2021,11890781,631012,10998271
BDI,Africa,Burundi,November 2020,11890781,847474,11845745
BDI,Africa,Burundi,October 2020,11890781,916848,12762593
BDI,Africa,Burundi,September 2020,11890781,927074,13689667
BEL,Europe,Belgium,April 2020,11589616,59091923,59091923
BEL,Europe,Belgium,April 2021,11589616,88918855,148010778
BEL,Europe,Belgium,August 2020,11589616,31904289,179915067
BEL,Europe,Belgium,August 2021,11589616,181219020,361134087
BEL,Europe,Belgium,December 2020,11589616,2913096,364047183
BEL,Europe,Belgium,February 2020,11589616,62991119,427038302
BEL,Europe,Belgium,February 2021,11589616,17662543,444700845
BEL,Europe,Belgium,January 2021,11589616,4311227,449012072
BEL,Europe,Belgium,July 2020,11589616,39282889,488294961
BEL,Europe,Belgium,July 2021,11589616,398389518,886684479
BEL,Europe,Belgium,June 2020,11589616,45041110,931725589
BEL,Europe,Belgium,June 2021,11589616,272727346,1204452935
BEL,Europe,Belgium,March 2020,11589616,68321248,1272774183
BEL,Europe,Belgium,March 2021,11589616,42741544,1315515727
BEL,Europe,Belgium,May 2020,11589616,53802067,1369317794
BEL,Europe,Belgium,May 2021,11589616,168034788,1537352582
BEL,Europe,Belgium,November 2020,11589616,9798892,1547151474
BEL,Europe,Belgium,October 2020,11589616,17385114,1564536588
BEL,Europe,Belgium,September 2020,11589616,23849712,1588386300
BEN,Africa,Benin,April 2020,12123198,5642139,5642139
BEN,Africa,Benin,April 2021,12123198,680703,6322842
BEN,Africa,Benin,August 2020,12123198,4109566,10432408
BEN,Africa,Benin,August 2021,12123198,523692,10956100
BEN,Africa,Benin,December 2020,12123198,2395945,13352045
BEN,Africa,Benin,February 2021,12123198,1396531,14748576
BEN,Africa,Benin,January 2021,12123198,1960517,16709093
BEN,Africa,Benin,July 2020,12123198,4544995,21254088
BEN,Africa,Benin,July 2021,12123198,1705706,22959794
BEN,Africa,Benin,June 2020,12123198,4812966,27772760
BEN,Africa,Benin,June 2021,12123198,1022357,28795117
BEN,Africa,Benin,March 2020,12123198,3175882,31970999
BEN,Africa,Benin,March 2021,12123198,1131799,33102798
BEN,Africa,Benin,May 2020,12123198,5401804,38504602
BEN,Africa,Benin,May 2021,12123198,436673,38941275
BEN,Africa,Benin,November 2020,12123198,2733243,41674518
BEN,Africa,Benin,October 2020,12123198,3252756,44927274
BEN,Africa,Benin,September 2020,12123198,3562413,48489687
BES,North America,Bonaire Sint Eustatius and Saba,April 2021,26221,7391,7391
BFA,Africa,Burkina Faso,April 2020,20903278,58813622,58813622
BFA,Africa,Burkina Faso,April 2021,20903278,6777787,65591409
BFA,Africa,Burkina Faso,August 2020,20903278,42727858,108319267
BFA,Africa,Burkina Faso,August 2021,20903278,454885,108774152
BFA,Africa,Burkina Faso,December 2020,20903278,24755299,133529451
BFA,Africa,Burkina Faso,February 2021,20903278,14309515,147838966
BFA,Africa,Burkina Faso,January 2021,20903278,20188501,168027467
BFA,Africa,Burkina Faso,July 2020,20903278,47294657,215322124
BFA,Africa,Burkina Faso,July 2021,20903278,1044610,216366734
BFA,Africa,Burkina Faso,June 2020,20903278,50117222,266483956
BFA,Africa,Burkina Faso,June 2021,20903278,460268,266944224
BFA,Africa,Burkina Faso,March 2020,20903278,45848209,312792433
BFA,Africa,Burkina Faso,March 2021,20903278,11496853,324289286
BFA,Africa,Burkina Faso,May 2020,20903278,56280937,380570223
BFA,Africa,Burkina Faso,May 2021,20903278,2510573,383080796
BFA,Africa,Burkina Faso,November 2020,20903278,28304941,411385737
BFA,Africa,Burkina Faso,October 2020,20903278,33741579,445127316
BFA,Africa,Burkina Faso,September 2020,20903278,37001341,482128657
BGD,Asia,Bangladesh,April 2020,164689383,62488088,62488088
BGD,Asia,Bangladesh,April 2021,164689383,204500558,266988646
BGD,Asia,Bangladesh,August 2020,164689383,36865417,303854063
BGD,Asia,Bangladesh,August 2021,164689383,194450849,498304912
BGD,Asia,Bangladesh,December 2020,164689383,9272894,507577806
BGD,Asia,Bangladesh,February 2021,164689383,35000699,542578505
BGD,Asia,Bangladesh,January 2021,164689383,2391766,544970271
BGD,Asia,Bangladesh,July 2020,164689383,43876629,588846900
BGD,Asia,Bangladesh,July 2021,164689383,321174290,910021190
BGD,Asia,Bangladesh,June 2020,164689383,49136865,959158055
BGD,Asia,Bangladesh,June 2021,164689383,302006276,1261164331
BGD,Asia,Bangladesh,March 2020,164689383,66646665,1327810996
BGD,Asia,Bangladesh,March 2021,164689383,138313680,1466124676
BGD,Asia,Bangladesh,May 2020,164689383,57672892,1523797568
BGD,Asia,Bangladesh,May 2021,164689383,294885116,1818682684
BGD,Asia,Bangladesh,November 2020,164689383,15649380,1834332064
BGD,Asia,Bangladesh,October 2020,164689383,23069158,1857401222
BGD,Asia,Bangladesh,September 2020,164689383,29000602,1886401824
BGR,Europe,Bulgaria,April 2020,6948445,5228928,5228928
BGR,Europe,Bulgaria,April 2021,6948445,18841664,24070592
BGR,Europe,Bulgaria,August 2020,6948445,2858110,26928702
BGR,Europe,Bulgaria,August 2021,6948445,25015260,51943962
BGR,Europe,Bulgaria,December 2020,6948445,331237,52275199
BGR,Europe,Bulgaria,February 2021,6948445,2777711,55052910
BGR,Europe,Bulgaria,January 2021,6948445,623747,55676657
BGR,Europe,Bulgaria,July 2020,6948445,3502179,59178836
BGR,Europe,Bulgaria,July 2021,6948445,58824913,118003749
BGR,Europe,Bulgaria,June 2020,6948445,4002446,122006195
BGR,Europe,Bulgaria,June 2021,6948445,47954021,169960216
BGR,Europe,Bulgaria,March 2020,6948445,4617437,174577653
BGR,Europe,Bulgaria,March 2021,6948445,10839915,185417568
BGR,Europe,Bulgaria,May 2020,6948445,4769543,190187111
BGR,Europe,Bulgaria,May 2021,6948445,34351017,224538128
BGR,Europe,Bulgaria,November 2020,6948445,926191,225464319
BGR,Europe,Bulgaria,October 2020,6948445,1590746,227055065
BGR,Europe,Bulgaria,September 2020,6948445,2152673,229207738
BHR,Asia,Bahrain,April 2020,1701583,2925632,2925632
BHR,Asia,Bahrain,April 2021,1701583,30721698,33647330
BHR,Asia,Bahrain,August 2020,1701583,2138991,35786321
BHR,Asia,Bahrain,August 2021,1701583,28332985,64119306
BHR,Asia,Bahrain,December 2020,1701583,1387899,65507205
BHR,Asia,Bahrain,February 2020,1701583,653578,66160783
BHR,Asia,Bahrain,February 2021,1701583,9971708,76132491
BHR,Asia,Bahrain,January 2021,1701583,4211474,80343965
BHR,Asia,Bahrain,July 2020,1701583,2362739,82706704
BHR,Asia,Bahrain,July 2021,1701583,68871329,151578033
BHR,Asia,Bahrain,June 2020,1701583,2499559,154077592
BHR,Asia,Bahrain,June 2021,1701583,57570318,211647910
BHR,Asia,Bahrain,March 2020,1701583,3243292,214891202
BHR,Asia,Bahrain,March 2021,1701583,18581527,233472729
BHR,Asia,Bahrain,May 2020,1701583,2803015,236275744
BHR,Asia,Bahrain,May 2021,1701583,45938004,282213748
BHR,Asia,Bahrain,November 2020,1701583,1430881,283644629
BHR,Asia,Bahrain,October 2020,1701583,1698716,285343345
BHR,Asia,Bahrain,September 2020,1701583,1856954,287200299
BHS,North America,Bahamas,April 2020,393248,153629457,153629457
BHS,North America,Bahamas,April 2021,393248,536454,154165911
BHS,North America,Bahamas,August 2020,393248,100087003,254252914
BHS,North America,Bahamas,August 2021,393248,1306745,255559659
BHS,North America,Bahamas,December 2020,393248,41663010,297222669
BHS,North America,Bahamas,February 2021,393248,11462349,308685018
BHS,North America,Bahamas,January 2021,393248,26817571,335502589
BHS,North America,Bahamas,July 2020,393248,114932443,450435032
BHS,North America,Bahamas,July 2021,393248,3103647,453538679
BHS,North America,Bahamas,June 2020,393248,125359782,578898461
BHS,North America,Bahamas,June 2021,393248,2264086,581162547
BHS,North America,Bahamas,March 2020,393248,87620539,668783086
BHS,North America,Bahamas,March 2021,393248,1266677,670049763
BHS,North America,Bahamas,May 2020,393248,144144440,814194203
BHS,North America,Bahamas,May 2021,393248,1354300,815548503
BHS,North America,Bahamas,November 2020,393248,54453879,870002382
BHS,North America,Bahamas,October 2020,393248,70875007,940877389
BHS,North America,Bahamas,September 2020,393248,82723554,1023600943
BIH,Europe,Bosnia and Herzegovina,April 2020,3280815,194336,194336
BIH,Europe,Bosnia and Herzegovina,April 2021,3280815,1592541,1786877
BIH,Europe,Bosnia and Herzegovina,August 2020,3280815,119223,1906100
BIH,Europe,Bosnia and Herzegovina,August 2021,3280815,9417447,11323547
BIH,Europe,Bosnia and Herzegovina,December 2020,3280815,37965,11361512
BIH,Europe,Bosnia and Herzegovina,February 2021,3280815,41443,11402955
BIH,Europe,Bosnia and Herzegovina,January 2021,3280815,17318,11420273
BIH,Europe,Bosnia and Herzegovina,July 2020,3280815,139870,11560143
BIH,Europe,Bosnia and Herzegovina,July 2021,3280815,17774086,29334229
BIH,Europe,Bosnia and Herzegovina,June 2020,3280815,155018,29489247
BIH,Europe,Bosnia and Herzegovina,June 2021,3280815,10771426,40260673
BIH,Europe,Bosnia and Herzegovina,March 2020,3280815,191437,40452110
BIH,Europe,Bosnia and Herzegovina,March 2021,3280815,269210,40721320
BIH,Europe,Bosnia and Herzegovina,May 2020,3280815,180500,40901820
BIH,Europe,Bosnia and Herzegovina,May 2021,3280815,5072923,45974743
BIH,Europe,Bosnia and Herzegovina,November 2020,3280815,56400,46031143
BIH,Europe,Bosnia and Herzegovina,October 2020,3280815,78593,46109736
BIH,Europe,Bosnia and Herzegovina,September 2020,3280815,95717,46205453
BLR,Europe,Belarus,April 2020,9449321,4614309,4614309
BLR,Europe,Belarus,April 2021,9449321,6704418,11318727
BLR,Europe,Belarus,August 2020,9449321,2490947,13809674
BLR,Europe,Belarus,August 2021,9449321,29669686,43479360
BLR,Europe,Belarus,December 2020,9449321,229086,43708446
BLR,Europe,Belarus,February 2020,9449321,363988,44072434
BLR,Europe,Belarus,February 2021,9449321,549808,44622242
BLR,Europe,Belarus,January 2021,9449321,237231,44859473
BLR,Europe,Belarus,July 2020,9449321,3067211,47926684
BLR,Europe,Belarus,July 2021,9449321,60352024,108278708
BLR,Europe,Belarus,June 2020,9449321,3516950,111795658
BLR,Europe,Belarus,June 2021,9449321,34613000,146408658
BLR,Europe,Belarus,March 2020,9449321,5335088,151743746
BLR,Europe,Belarus,March 2021,9449321,1430348,153174094
BLR,Europe,Belarus,May 2020,9449321,4201150,157375244
BLR,Europe,Belarus,May 2021,9449321,18520822,175896066
BLR,Europe,Belarus,November 2020,9449321,764554,176660620
BLR,Europe,Belarus,October 2020,9449321,1357009,178017629
BLR,Europe,Belarus,September 2020,9449321,1861914,179879543
BLZ,North America,Belize,April 2020,397621,428372732,428372732
BLZ,North America,Belize,April 2021,397621,972982,429345714
BLZ,North America,Belize,August 2020,397621,272401122,701746836
BLZ,North America,Belize,August 2021,397621,2330466,704077302
BLZ,North America,Belize,December 2020,397621,102845322,806922624
BLZ,North America,Belize,February 2021,397621,16946613,823869237
BLZ,North America,Belize,January 2021,397621,59761471,883630708
BLZ,North America,Belize,July 2020,397621,315484972,1199115680
BLZ,North America,Belize,July 2021,397621,4750584,1203866264
BLZ,North America,Belize,June 2020,397621,346329603,1550195867
BLZ,North America,Belize,June 2021,397621,2869063,1553064930
BLZ,North America,Belize,March 2020,397621,136379890,1689444820
BLZ,North America,Belize,March 2021,397621,330425,1689775245
BLZ,North America,Belize,May 2020,397621,400262873,2090038118
BLZ,North America,Belize,May 2021,397621,1832801,2091870919
BLZ,North America,Belize,November 2020,397621,140549295,2232420214
BLZ,North America,Belize,October 2020,397621,187623222,2420043436
BLZ,North America,Belize,September 2020,397621,222592425,2642635861
BMU,North America,Bermuda,April 2021,62273,1477915,1477915
BMU,North America,Bermuda,August 2021,62273,497629,1975544
BMU,North America,Bermuda,February 2021,62273,370776,2346320
BMU,North America,Bermuda,January 2021,62273,56432,2402752
BMU,North America,Bermuda,July 2021,62273,2547904,4950656
BMU,North America,Bermuda,June 2021,62273,2299665,7250321
BMU,North America,Bermuda,March 2021,62273,962999,8213320
BMU,North America,Bermuda,May 2021,62273,2023423,10236743
BOL,South America,Bolivia,April 2020,11673029,26643312,26643312
BOL,South America,Bolivia,April 2021,11673029,15655367,42298679
BOL,South America,Bolivia,August 2020,11673029,15800641,58099320
BOL,South America,Bolivia,August 2021,11673029,54193573,112292893
BOL,South America,Bolivia,December 2020,11673029,4117742,116410635
BOL,South America,Bolivia,February 2021,11673029,311825,116722460
BOL,South America,Bolivia,January 2021,11673029,1167790,117890250
BOL,South America,Bolivia,July 2020,11673029,18769248,136659498
BOL,South America,Bolivia,July 2021,11673029,107762944,244422442
BOL,South America,Bolivia,June 2020,11673029,20990295,265412737
BOL,South America,Bolivia,June 2021,11673029,63482070,328894807
BOL,South America,Bolivia,March 2020,11673029,20304519,349199326
BOL,South America,Bolivia,March 2021,11673029,4800272,353999598
BOL,South America,Bolivia,May 2020,11673029,24610696,378610294
BOL,South America,Bolivia,May 2021,11673029,37097243,415707537
BOL,South America,Bolivia,November 2020,11673029,6811421,422518958
BOL,South America,Bolivia,October 2020,11673029,9959191,432478149
BOL,South America,Bolivia,September 2020,11673029,12464437,444942586
BRA,South America,Brazil,April 2020,212559409,9861556,9861556
BRA,South America,Brazil,April 2021,212559409,929797572,939659128
BRA,South America,Brazil,August 2020,212559409,5659209,945318337
BRA,South America,Brazil,August 2021,212559409,1807741645,2753059982
BRA,South America,Brazil,December 2020,212559409,1146637,2754206619
BRA,South America,Brazil,February 2020,212559409,1543962,2755750581
BRA,South America,Brazil,February 2021,212559409,148879537,2904630118
