iso_code,continent,location,month_year,population,monthly_vaccinations_count,cumulative_vaccinations_count
SGP,Asia,Singapore,July 2020,5850343,3239668,183582792
SGP,Asia,Singapore,July 2021,5850343,204603451,388186243
SGP,Asia,Singapore,June 2020,5850343,3651985,391838228
SGP,Asia,Singapore,June 2021,5850343,143264342,535102570
SGP,Asia,Singapore,March 2020,5850343,5375873,540478443
SGP,Asia,Singapore,March 2021,5850343,27471896,567950339
SGP,Asia,Singapore,May 2020,5850343,4307768,572258107
SGP,Asia,Singapore,May 2021,5850343,104853332,677111439
SGP,Asia,Singapore,November 2020,5850343,1059395,678170834
SGP,Asia,Singapore,October 2020,5850343,1628758,679799592
SGP,Asia,Singapore,September 2020,5850343,2093040,681892632
SHN,Africa,Saint Helena,April 2021,6071,181365,181365
SHN,Africa,Saint Helena,February 2021,6071,27157,208522
SHN,Africa,Saint Helena,March 2021,6071,104164,312686
SHN,Africa,Saint Helena,May 2021,6071,38490,351176
SLB,Oceania,Solomon Islands,April 2021,686878,96877,96877
SLB,Oceania,Solomon Islands,August 2021,686878,599105,695982
SLB,Oceania,Solomon Islands,December 2020,686878,33129853,33825835
SLB,Oceania,Solomon Islands,February 2021,686878,11259963,45085798
SLB,Oceania,Solomon Islands,January 2021,686878,22541962,67627760
SLB,Oceania,Solomon Islands,July 2021,686878,899776,68527536
SLB,Oceania,Solomon Islands,June 2021,686878,584917,69112453
SLB,Oceania,Solomon Islands,March 2021,686878,2791942,71904395
SLB,Oceania,Solomon Islands,May 2021,686878,341719,72246114
SLB,Oceania,Solomon Islands,November 2020,686878,42142231,114388345
SLB,Oceania,Solomon Islands,October 2020,686878,33603609,147991954
SLE,Africa,Sierra Leone,April 2020,7976985,3813012,3813012
SLE,Africa,Sierra Leone,April 2021,7976985,1370158,5183170
SLE,Africa,Sierra Leone,August 2020,7976985,2488491,7671661
SLE,Africa,Sierra Leone,August 2021,7976985,2484274,10155935
SLE,Africa,Sierra Leone,December 2020,7976985,1042797,11198732
SLE,Africa,Sierra Leone,February 2021,7976985,294338,11493070
SLE,Africa,Sierra Leone,January 2021,7976985,675447,12168517
SLE,Africa,Sierra Leone,July 2020,7976985,2855840,15024357
SLE,Africa,Sierra Leone,July 2021,7976985,6703144,21727501
SLE,Africa,Sierra Leone,June 2020,7976985,3113481,24840982
SLE,Africa,Sierra Leone,June 2021,7976985,3204375,28045357
SLE,Africa,Sierra Leone,March 2020,7976985,133025,28178382
SLE,Africa,Sierra Leone,March 2021,7976985,229567,28407949
SLE,Africa,Sierra Leone,May 2020,7976985,3578688,31986637
SLE,Africa,Sierra Leone,May 2021,7976985,2176062,34162699
SLE,Africa,Sierra Leone,November 2020,7976985,1358923,35521622
SLE,Africa,Sierra Leone,October 2020,7976985,1765644,37287266
SLE,Africa,Sierra Leone,September 2020,7976985,2058453,39345719
SLV,North America,El Salvador,April 2020,6486201,156949155,156949155
SLV,North America,El Salvador,April 2021,6486201,13343303,170292458
SLV,North America,El Salvador,August 2020,6486201,97572185,267864643
SLV,North America,El Salvador,August 2021,6486201,56245121,324109764
SLV,North America,El Salvador,December 2020,6486201,33227284,357337048
SLV,North America,El Salvador,February 2021,6486201,2421006,359758054
SLV,North America,El Salvador,January 2021,6486201,16877352,376635406
SLV,North America,El Salvador,July 2020,6486201,113922119,490557525
SLV,North America,El Salvador,July 2021,6486201,109809105,600366630
SLV,North America,El Salvador,June 2020,6486201,125814526,726181156
SLV,North America,El Salvador,June 2021,6486201,71960638,798141794
SLV,North America,El Salvador,March 2020,6486201,72766562,870908356
SLV,North America,El Salvador,March 2021,6486201,1276558,872184914
SLV,North America,El Salvador,May 2020,6486201,146094569,1018279483
SLV,North America,El Salvador,May 2021,6486201,43589243,1061868726
SLV,North America,El Salvador,November 2020,6486201,47722752,1109591478
SLV,North America,El Salvador,October 2020,6486201,65399734,1174991212
SLV,North America,El Salvador,September 2020,6486201,78857381,1253848593
SMR,Europe,San Marino,April 2020,33938,2590177,2590177
SMR,Europe,San Marino,April 2021,33938,619288,3209465
SMR,Europe,San Marino,August 2020,33938,1644262,4853727
SMR,Europe,San Marino,August 2021,33938,551221,5404948
SMR,Europe,San Marino,December 2020,33938,616224,6021172
SMR,Europe,San Marino,February 2020,33938,297753,6318925
SMR,Europe,San Marino,February 2021,33938,96510,6415435
SMR,Europe,San Marino,January 2021,33938,355000,6770435
SMR,Europe,San Marino,July 2020,33938,1905487,8675922
SMR,Europe,San Marino,July 2021,33938,1396559,10072481
SMR,Europe,San Marino,June 2020,33938,2092738,12165219
SMR,Europe,San Marino,June 2021,33938,1312362,13477581
SMR,Europe,San Marino,March 2020,33938,2933525,16411106
SMR,Europe,San Marino,March 2021,33938,192818,16603924
SMR,Europe,San Marino,May 2020,33938,2419506,19023430
SMR,Europe,San Marino,May 2021,33938,1172497,20195927
SMR,Europe,San Marino,November 2020,33938,845064,21040991
SMR,Europe,San Marino,October 2020,33938,1130244,22171235
SMR,Europe,San Marino,September 2020,33938,1342503,23513738
SOM,Africa,Somalia,April 2020,15893219,1855934,1855934
SOM,Africa,Somalia,April 2021,15893219,3542756,5398690
SOM,Africa,Somalia,August 2020,15893219,2494968,7893658
SOM,Africa,Somalia,August 2021,15893219,3317186,11210844
SOM,Africa,Somalia,December 2020,15893219,3069775,14280619
SOM,Africa,Somalia,February 2021,15893219,3030160,17310779
SOM,Africa,Somalia,January 2021,15893219,3215822,20526601
SOM,Africa,Somalia,July 2020,15893219,2348901,22875502
SOM,Africa,Somalia,July 2021,15893219,7839959,30715461
SOM,Africa,Somalia,June 2020,15893219,2134070,32849531
SOM,Africa,Somalia,June 2021,15893219,4937111,37786642
SOM,Africa,Somalia,March 2020,15893219,933904,38720546
SOM,Africa,Somalia,March 2021,15893219,3493807,42214353
SOM,Africa,Somalia,May 2020,15893219,2061500,44275853
SOM,Africa,Somalia,May 2021,15893219,3894637,48170490
SOM,Africa,Somalia,November 2020,15893219,2831670,51002160
SOM,Africa,Somalia,October 2020,15893219,2782374,53784534
SOM,Africa,Somalia,September 2020,15893219,2553540,56338074
SRB,Europe,Serbia,April 2020,6804596,34037377,34037377
SRB,Europe,Serbia,April 2021,6804596,89709666,123747043
SRB,Europe,Serbia,August 2020,6804596,19164545,142911588
SRB,Europe,Serbia,August 2021,6804596,66869448,209781036
SRB,Europe,Serbia,December 2020,6804596,3222469,213003505
SRB,Europe,Serbia,February 2020,6804596,5347645,218351150
SRB,Europe,Serbia,February 2021,6804596,26366949,244718099
SRB,Europe,Serbia,January 2021,6804596,3702400,248420499
SRB,Europe,Serbia,July 2020,6804596,23215400,271635899
SRB,Europe,Serbia,July 2021,6804596,167858450,439494349
SRB,Europe,Serbia,June 2020,6804596,26323470,465817819
SRB,Europe,Serbia,June 2021,6804596,150272348,616090167
SRB,Europe,Serbia,March 2020,6804596,39157476,655247643
SRB,Europe,Serbia,March 2021,6804596,61756551,717004194
SRB,Europe,Serbia,May 2020,6804596,31186438,748190632
SRB,Europe,Serbia,May 2021,6804596,125640489,873831121
SRB,Europe,Serbia,November 2020,6804596,6975473,880806594
SRB,Europe,Serbia,October 2020,6804596,11193507,892000101
SRB,Europe,Serbia,September 2020,6804596,14689380,906689481
SSD,Africa,South Sudan,April 2020,11193729,745820857,745820857
SSD,Africa,South Sudan,April 2021,11193729,853237,746674094
SSD,Africa,South Sudan,August 2020,11193729,585263894,1331937988
SSD,Africa,South Sudan,August 2021,11193729,699675,1332637663
SSD,Africa,South Sudan,December 2020,11193729,277495813,1610133476
SSD,Africa,South Sudan,February 2021,11193729,112788620,1722922096
SSD,Africa,South Sudan,January 2021,11193729,199292448,1922214544
SSD,Africa,South Sudan,July 2020,11193729,663467261,2585681805
SSD,Africa,South Sudan,July 2021,11193729,1690070,2587371875
SSD,Africa,South Sudan,June 2020,11193729,716525111,3303896986
SSD,Africa,South Sudan,June 2021,11193729,713048,3304610034
SSD,Africa,South Sudan,March 2021,11193729,50453782,3355063816
SSD,Africa,South Sudan,May 2020,11193729,817351302,4172415118
SSD,Africa,South Sudan,May 2021,11193729,198733,4172613851
SSD,Africa,South Sudan,November 2020,11193729,343004355,4515618206
SSD,Africa,South Sudan,October 2020,11193729,431379854,4946998060
SSD,Africa,South Sudan,September 2020,11193729,491924393,5438922453
STP,Africa,Sao Tome and Principe,April 2020,219161,1107911,1107911
STP,Africa,Sao Tome and Principe,April 2021,219161,319545,1427456
STP,Africa,Sao Tome and Principe,August 2020,219161,875753,2303209
STP,Africa,Sao Tome and Principe,August 2021,219161,540932,2844141
STP,Africa,Sao Tome and Principe,December 2020,219161,369392,3213533
STP,Africa,Sao Tome and Principe,February 2021,219161,106841,3320374
STP,Africa,Sao Tome and Principe,January 2021,219161,240729,3561103
STP,Africa,Sao Tome and Principe,July 2020,219161,1004417,4565520
STP,Africa,Sao Tome and Principe,July 2021,219161,1215580,5781100
STP,Africa,Sao Tome and Principe,June 2020,219161,1094524,6875624
STP,Africa,Sao Tome and Principe,June 2021,219161,722471,7598095
STP,Africa,Sao Tome and Principe,March 2021,219161,100317,7698412
STP,Africa,Sao Tome and Principe,May 2020,219161,1257597,8956009
STP,Africa,Sao Tome and Principe,May 2021,219161,408905,9364914
STP,Africa,Sao Tome and Principe,November 2020,219161,479984,9844898
STP,Africa,Sao Tome and Principe,October 2020,219161,622573,10467471
STP,Africa,Sao Tome and Principe,September 2020,219161,724995,11192466
SUR,South America,Suriname,April 2020,586634,22131474,22131474
SUR,South America,Suriname,April 2021,586634,1010895,23142369
SUR,South America,Suriname,August 2020,586634,13904468,37046837
SUR,South America,Suriname,August 2021,586634,3093396,40140233
SUR,South America,Suriname,December 2020,586634,4976336,45116569
SUR,South America,Suriname,February 2021,586634,553045,45669614
SUR,South America,Suriname,January 2021,586634,2707712,48377326
SUR,South America,Suriname,July 2020,586634,16173091,64550417
SUR,South America,Suriname,July 2021,586634,6882708,71433125
SUR,South America,Suriname,June 2020,586634,17811410,89244535
SUR,South America,Suriname,June 2021,586634,4385350,93629885
SUR,South America,Suriname,March 2020,586634,14298702,107928587
SUR,South America,Suriname,March 2021,586634,339134,108267721
SUR,South America,Suriname,May 2020,586634,20637156,128904877
SUR,South America,Suriname,May 2021,586634,1820288,130725165
SUR,South America,Suriname,November 2020,586634,6975841,137701006
SUR,South America,Suriname,October 2020,586634,9440401,147141407
SUR,South America,Suriname,September 2020,586634,11295904,158437311
SVK,Europe,Slovakia,April 2020,5459643,1184886,1184886
SVK,Europe,Slovakia,April 2021,5459643,37913273,39098159
SVK,Europe,Slovakia,August 2020,5459643,655171,39753330
SVK,Europe,Slovakia,August 2021,5459643,51903208,91656538
SVK,Europe,Slovakia,December 2020,5459643,88285,91744823
SVK,Europe,Slovakia,February 2020,5459643,137600,91882423
SVK,Europe,Slovakia,February 2021,5459643,8597635,100480058
SVK,Europe,Slovakia,January 2020,5459643,138948,100619006
SVK,Europe,Slovakia,January 2021,5459643,2028074,102647080
SVK,Europe,Slovakia,July 2020,5459643,799219,103446299
SVK,Europe,Slovakia,July 2021,5459643,124198080,227644379
SVK,Europe,Slovakia,June 2020,5459643,910584,228554963
SVK,Europe,Slovakia,June 2021,5459643,94251421,322806384
SVK,Europe,Slovakia,March 2020,5459643,1136021,323942405
SVK,Europe,Slovakia,March 2021,5459643,21860576,345802981
SVK,Europe,Slovakia,May 2020,5459643,1082661,346885642
SVK,Europe,Slovakia,May 2021,5459643,64538699,411424341
SVK,Europe,Slovakia,November 2020,5459643,222588,411646929
SVK,Europe,Slovakia,October 2020,5459643,371729,412018658
SVK,Europe,Slovakia,September 2020,5459643,496888,412515546
SVN,Europe,Slovenia,April 2020,2078932,102027533,102027533
SVN,Europe,Slovenia,April 2021,2078932,15121827,117149360
SVN,Europe,Slovenia,August 2020,2078932,54972253,172121613
SVN,Europe,Slovenia,August 2021,2078932,21176290,193297903
SVN,Europe,Slovenia,December 2020,2078932,4868060,198165963
SVN,Europe,Slovenia,February 2020,2078932,117547332,315713295
SVN,Europe,Slovenia,February 2021,2078932,3576010,319289305
SVN,Europe,Slovenia,January 2021,2078932,1435986,320725291
SVN,Europe,Slovenia,July 2020,2078932,67740759,388466050
SVN,Europe,Slovenia,July 2021,2078932,50475412,438941462
SVN,Europe,Slovenia,June 2020,2078932,77712895,516654357
SVN,Europe,Slovenia,June 2021,2078932,40125495,556779852
SVN,Europe,Slovenia,March 2020,2078932,117991013,674770865
SVN,Europe,Slovenia,March 2021,2078932,8383480,683154345
SVN,Europe,Slovenia,May 2020,2078932,92865887,776020232
SVN,Europe,Slovenia,May 2021,2078932,26650661,802670893
SVN,Europe,Slovenia,November 2020,2078932,16726997,819397890
SVN,Europe,Slovenia,October 2020,2078932,29847126,849245016
SVN,Europe,Slovenia,September 2020,2078932,41041635,890286651
SWE,Europe,Sweden,April 2020,10099270,6222439,6222439
SWE,Europe,Sweden,April 2021,10099270,77411053,83633492
SWE,Europe,Sweden,August 2020,10099270,3383135,87016627
SWE,Europe,Sweden,August 2021,10099270,131609524,218626151
SWE,Europe,Sweden,December 2020,10099270,376521,219002672
SWE,Europe,Sweden,February 2020,10099270,7422653,226425325
SWE,Europe,Sweden,February 2021,10099270,16372048,242797373
SWE,Europe,Sweden,January 2021,10099270,4435535,247232908
SWE,Europe,Sweden,July 2020,10099270,4154141,251387049
SWE,Europe,Sweden,July 2021,10099270,299598277,550985326
SWE,Europe,Sweden,June 2020,10099270,4754238,555739564
SWE,Europe,Sweden,June 2021,10099270,207835652,763575216
SWE,Europe,Sweden,March 2020,10099270,7188425,770763641
SWE,Europe,Sweden,March 2021,10099270,40771674,811535315
SWE,Europe,Sweden,May 2020,10099270,5671283,817206598
SWE,Europe,Sweden,May 2021,10099270,138418283,955624881
SWE,Europe,Sweden,November 2020,10099270,1071699,956696580
SWE,Europe,Sweden,October 2020,10099270,1865993,958562573
SWE,Europe,Sweden,September 2020,10099270,2539900,961102473
SWZ,Africa,Eswatini,April 2020,1160164,32728065,32728065
SWZ,Africa,Eswatini,April 2021,1160164,848843,33576908
SWZ,Africa,Eswatini,August 2020,1160164,21931401,55508309
SWZ,Africa,Eswatini,August 2021,1160164,1398516,56906825
SWZ,Africa,Eswatini,December 2020,1160164,10092327,66999152
SWZ,Africa,Eswatini,February 2021,1160164,3812795,70811947
SWZ,Africa,Eswatini,January 2021,1160164,7084037,77895984
SWZ,Africa,Eswatini,July 2020,1160164,24939692,102835676
SWZ,Africa,Eswatini,July 2021,1160164,1839372,104675048
SWZ,Africa,Eswatini,June 2020,1160164,26999479,131674527
SWZ,Africa,Eswatini,June 2021,1160164,1294362,132968889
SWZ,Africa,Eswatini,March 2020,1160164,20989161,153958050
SWZ,Africa,Eswatini,March 2021,1160164,1365088,155323138
SWZ,Africa,Eswatini,May 2020,1160164,30859231,186182369
SWZ,Africa,Eswatini,May 2021,1160164,1128468,187310837
SWZ,Africa,Eswatini,November 2020,1160164,12631061,199941898
SWZ,Africa,Eswatini,October 2020,1160164,16011866,215953764
SWZ,Africa,Eswatini,September 2020,1160164,18359646,234313410
SXM,North America,Sint Maarten (Dutch part),August 2021,42882,416245,416245
SXM,North America,Sint Maarten (Dutch part),July 2021,42882,1325662,1741907
SXM,North America,Sint Maarten (Dutch part),June 2021,42882,1060482,2802389
SXM,North America,Sint Maarten (Dutch part),May 2021,42882,678309,3480698
SYC,Africa,Seychelles,April 2020,98340,149119343,149119343
SYC,Africa,Seychelles,April 2021,98340,3420239,152539582
SYC,Africa,Seychelles,August 2020,98340,83788225,236327807
SYC,Africa,Seychelles,August 2021,98340,1626120,237953927
SYC,Africa,Seychelles,December 2020,98340,13773407,251727334
SYC,Africa,Seychelles,February 2021,98340,1579210,253306544
SYC,Africa,Seychelles,January 2021,98340,990729,254297273
SYC,Africa,Seychelles,July 2020,98340,101578875,355876148
SYC,Africa,Seychelles,July 2021,98340,4341665,360217813
SYC,Africa,Seychelles,June 2020,98340,115241206,475459019
SYC,Africa,Seychelles,June 2021,98340,4124826,479583845
SYC,Africa,Seychelles,March 2020,98340,97469068,577052913
SYC,Africa,Seychelles,March 2021,98340,2798823,579851736
SYC,Africa,Seychelles,May 2020,98340,136586285,716438021
SYC,Africa,Seychelles,May 2021,98340,4087414,720525435
SYC,Africa,Seychelles,November 2020,98340,30268172,750793607
SYC,Africa,Seychelles,October 2020,98340,48780815,799574422
SYC,Africa,Seychelles,September 2020,98340,64146311,863720733
SYR,Asia,Syria,April 2020,17500657,254663505,254663505
SYR,Asia,Syria,April 2021,17500657,188200,254851705
SYR,Asia,Syria,August 2020,17500657,162256653,417108358
SYR,Asia,Syria,August 2021,17500657,3995220,421103578
SYR,Asia,Syria,December 2020,17500657,61772839,482876417
SYR,Asia,Syria,February 2021,17500657,10786999,493663416
SYR,Asia,Syria,January 2021,17500657,36240065,529903481
SYR,Asia,Syria,July 2020,17500657,187789427,717692908
SYR,Asia,Syria,July 2021,17500657,5848286,723541194
SYR,Asia,Syria,June 2020,17500657,206042304,929583498
SYR,Asia,Syria,June 2021,17500657,2757694,932341192
SYR,Asia,Syria,March 2020,17500657,90201625,1022542817
SYR,Asia,Syria,March 2021,17500657,30593,1022573410
SYR,Asia,Syria,May 2020,17500657,238031336,1260604746
SYR,Asia,Syria,May 2021,17500657,655344,1261260090
SYR,Asia,Syria,November 2020,17500657,84090767,1345350857
SYR,Asia,Syria,October 2020,17500657,112014744,1457365601
SYR,Asia,Syria,September 2020,17500657,132711966,1590077567
TCA,North America,Turks and Caicos Islands,April 2021,38718,779099,779099
TCA,North America,Turks and Caicos Islands,February 2021,38718,309669,1088768
TCA,North America,Turks and Caicos Islands,January 2021,38718,71966,1160734
TCA,North America,Turks and Caicos Islands,July 2021,38718,1060596,2221330
TCA,North America,Turks and Caicos Islands,June 2021,38718,1169459,3390789
TCA,North America,Turks and Caicos Islands,March 2021,38718,626986,4017775
TCA,North America,Turks and Caicos Islands,May 2021,38718,985895,5003670
TCD,Africa,Chad,April 2020,16425859,2648361,2648361
TCD,Africa,Chad,April 2021,16425859,488185,3136546
TCD,Africa,Chad,August 2020,16425859,1987482,5124028
TCD,Africa,Chad,August 2021,16425859,443133,5567161
TCD,Africa,Chad,December 2020,16425859,1241383,6808544
TCD,Africa,Chad,February 2021,16425859,787064,7595608
TCD,Africa,Chad,January 2021,16425859,1051801,8647409
TCD,Africa,Chad,July 2020,16425859,2177065,10824474
TCD,Africa,Chad,July 2021,16425859,746254,11570728
TCD,Africa,Chad,June 2020,16425859,2287345,13858073
TCD,Africa,Chad,June 2021,16425859,225944,14084017
TCD,Africa,Chad,March 2020,16425859,1202762,15286779
TCD,Africa,Chad,March 2021,16425859,690983,15977762
TCD,Africa,Chad,May 2020,16425859,2550115,18527877
TCD,Africa,Chad,May 2021,16425859,317933,18845810
TCD,Africa,Chad,November 2020,16425859,1381847,20227657
TCD,Africa,Chad,October 2020,16425859,1614433,21842090
TCD,Africa,Chad,September 2020,16425859,1742863,23584953
TGO,Africa,Togo,April 2020,8278737,11688036,11688036
TGO,Africa,Togo,April 2021,8278737,3995865,15683901
TGO,Africa,Togo,August 2020,8278737,7560048,23243949
TGO,Africa,Togo,August 2021,8278737,3556707,26800656
TGO,Africa,Togo,December 2020,8278737,3060897,29861553
TGO,Africa,Togo,February 2021,8278737,749462,30611015
TGO,Africa,Togo,January 2021,8278737,1917671,32528686
TGO,Africa,Togo,July 2020,8278737,8703274,41231960
TGO,Africa,Togo,July 2021,8278737,13718414,54950374
TGO,Africa,Togo,June 2020,8278737,9511028,64461402
TGO,Africa,Togo,June 2021,8278737,10726851,75188253
TGO,Africa,Togo,March 2020,8278737,11874807,87063060
TGO,Africa,Togo,March 2021,8278737,750106,87813166
TGO,Africa,Togo,May 2020,8278737,10952849,98766015
TGO,Africa,Togo,May 2021,8278737,8064370,106830385
TGO,Africa,Togo,November 2020,8278737,4050664,110881049
TGO,Africa,Togo,October 2020,8278737,5310472,116191521
TGO,Africa,Togo,September 2020,8278737,6227671,122419192
THA,Asia,Thailand,April 2020,69799978,2369933,2369933
THA,Asia,Thailand,April 2021,69799978,21554818,23924751
THA,Asia,Thailand,August 2020,69799978,1504067,25428818
THA,Asia,Thailand,August 2021,69799978,242075768,267504586
THA,Asia,Thailand,December 2020,69799978,563062,268067648
THA,Asia,Thailand,February 2020,69799978,2727474,270795122
THA,Asia,Thailand,February 2021,69799978,87492,270882614
THA,Asia,Thailand,January 2020,69799978,2831976,273714590
THA,Asia,Thailand,January 2021,69799978,323953,274038543
THA,Asia,Thailand,July 2020,69799978,1743176,275781719
THA,Asia,Thailand,July 2021,69799978,430498845,706280564
THA,Asia,Thailand,June 2020,69799978,1914606,708195170
THA,Asia,Thailand,June 2021,69799978,202800800,910995970
THA,Asia,Thailand,March 2020,69799978,2684181,913680151
THA,Asia,Thailand,March 2021,69799978,2286463,915966614
THA,Asia,Thailand,May 2020,69799978,2213678,918180292
THA,Asia,Thailand,May 2021,69799978,74850327,993030619
THA,Asia,Thailand,November 2020,69799978,772560,993803179
THA,Asia,Thailand,October 2020,69799978,1033564,994836743
THA,Asia,Thailand,September 2020,69799978,1227886,996064629
TJK,Asia,Tajikistan,April 2020,9537642,9577366,9577366
TJK,Asia,Tajikistan,April 2021,9537642,20036173,29613539
TJK,Asia,Tajikistan,August 2020,9537642,211794245,241407784
TJK,Asia,Tajikistan,August 2021,9537642,15438237,256846021
TJK,Asia,Tajikistan,December 2020,9537642,115658145,372504166
TJK,Asia,Tajikistan,February 2021,9537642,61404990,433909156
TJK,Asia,Tajikistan,January 2021,9537642,91230120,525139276
TJK,Asia,Tajikistan,July 2020,9537642,236222271,761361547
TJK,Asia,Tajikistan,July 2021,9537642,13990568,775352115
TJK,Asia,Tajikistan,June 2020,9537642,251860932,1027213047
TJK,Asia,Tajikistan,June 2021,9537642,4157910,1031370957
TJK,Asia,Tajikistan,March 2021,9537642,44738071,1076109028
TJK,Asia,Tajikistan,May 2020,9537642,284290321,1360399349
TJK,Asia,Tajikistan,May 2021,9537642,3248215,1363647564
TJK,Asia,Tajikistan,November 2020,9537642,135185971,1498833535
TJK,Asia,Tajikistan,October 2020,9537642,163726196,1662559731
TJK,Asia,Tajikistan,September 2020,9537642,181703439,1844263170
TKL,Oceania,Tokelau,August 2021,1350,1883,1883
TKL,Oceania,Tokelau,July 2021,1350,17585,19468
TKL,Oceania,Tokelau,June 2021,1350,1021,20489
TKM,Asia,Turkmenistan,April 2021,6031187,41993,41993
TLS,Asia,Timor,April 2020,1318442,623235029,623235029
TLS,Asia,Timor,April 2021,1318442,5479187,628714216
TLS,Asia,Timor,August 2020,1318442,427004898,1055719114
TLS,Asia,Timor,August 2021,1318442,5059566,1060778680
TLS,Asia,Timor,December 2020,1318442,210885998,1271664678
TLS,Asia,Timor,February 2021,1318442,93675610,1365340288
TLS,Asia,Timor,January 2021,1318442,155970542,1521310830
TLS,Asia,Timor,July 2020,1318442,481920356,2003231186
TLS,Asia,Timor,July 2021,1318442,9326065,2012557251
TLS,Asia,Timor,June 2020,1318442,518661367,2531218618
TLS,Asia,Timor,June 2021,1318442,4224063,2535442681
TLS,Asia,Timor,March 2020,1318442,219173825,2754616506
TLS,Asia,Timor,March 2021,1318442,51454023,2806070529
TLS,Asia,Timor,May 2020,1318442,589979806,3396050335
TLS,Asia,Timor,May 2021,1318442,1536828,3397587163
TLS,Asia,Timor,November 2020,1318442,256370055,3653957218
TLS,Asia,Timor,October 2020,1318442,318945449,3972902667
TLS,Asia,Timor,September 2020,1318442,360943715,4333846382
TON,Oceania,Tonga,April 2021,105697,48557,48557
TON,Oceania,Tonga,August 2021,105697,93766,142323
TON,Oceania,Tonga,July 2021,105697,1103444,1245767
TON,Oceania,Tonga,June 2021,105697,781472,2027239
TON,Oceania,Tonga,May 2021,105697,413837,2441076
TTO,North America,Trinidad and Tobago,April 2020,1399491,1285614,1285614
TTO,North America,Trinidad and Tobago,April 2021,1399491,535799,1821413
TTO,North America,Trinidad and Tobago,August 2020,1399491,795775,2617188
TTO,North America,Trinidad and Tobago,August 2021,1399491,7606787,10223975
TTO,North America,Trinidad and Tobago,December 2020,1399491,265259,10489234
TTO,North America,Trinidad and Tobago,February 2021,1399491,21428,10510662
TTO,North America,Trinidad and Tobago,January 2021,1399491,130455,10641117
TTO,North America,Trinidad and Tobago,July 2020,1399491,930581,11571698
TTO,North America,Trinidad and Tobago,July 2021,1399491,13130812,24702510
TTO,North America,Trinidad and Tobago,June 2020,1399491,1028912,25731422
TTO,North America,Trinidad and Tobago,June 2021,1399491,5715976,31447398
TTO,North America,Trinidad and Tobago,March 2020,1399491,831967,32279365
TTO,North America,Trinidad and Tobago,March 2021,1399491,80602,32359967
TTO,North America,Trinidad and Tobago,May 2020,1399491,1195839,33555806
TTO,North America,Trinidad and Tobago,May 2021,1399491,2022668,35578474
TTO,North America,Trinidad and Tobago,November 2020,1399491,385053,35963527
TTO,North America,Trinidad and Tobago,October 2020,1399491,530517,36494044
TTO,North America,Trinidad and Tobago,September 2020,1399491,641756,37135800
TUN,Africa,Tunisia,April 2020,11818618,18821613,18821613
TUN,Africa,Tunisia,April 2021,11818618,6265549,25087162
TUN,Africa,Tunisia,August 2020,11818618,12240218,37327380
TUN,Africa,Tunisia,August 2021,11818618,38517167,75844547
TUN,Africa,Tunisia,December 2020,11818618,5060859,80905406
TUN,Africa,Tunisia,February 2021,11818618,1355384,82260790
TUN,Africa,Tunisia,January 2021,11818618,3236596,85497386
TUN,Africa,Tunisia,July 2020,11818618,14064480,99561866
TUN,Africa,Tunisia,July 2021,11818618,72406973,171968839
TUN,Africa,Tunisia,June 2020,11818618,15347730,187316569
TUN,Africa,Tunisia,June 2021,11818618,43111246,230427815
TUN,Africa,Tunisia,March 2020,11818618,19108256,249536071
TUN,Africa,Tunisia,March 2021,11818618,577330,250113401
TUN,Africa,Tunisia,May 2020,11818618,17654160,267767561
TUN,Africa,Tunisia,May 2021,11818618,20062446,287830007
TUN,Africa,Tunisia,November 2020,11818618,6634548,294464555
TUN,Africa,Tunisia,October 2020,11818618,8650538,303115093
TUN,Africa,Tunisia,September 2020,11818618,10108431,313223524
TUR,Asia,Turkey,April 2020,84339067,88609581,88609581
TUR,Asia,Turkey,April 2021,84339067,582640817,671250398
TUR,Asia,Turkey,August 2020,84339067,50401782,721652180
TUR,Asia,Turkey,August 2021,84339067,913307800,1634959980
TUR,Asia,Turkey,December 2020,84339067,9408333,1644368313
TUR,Asia,Turkey,February 2021,84339067,133445560,1777813873
TUR,Asia,Turkey,January 2021,84339067,22563082,1800376955
TUR,Asia,Turkey,July 2020,84339067,60818149,1861195104
TUR,Asia,Turkey,July 2021,84339067,1916242206,3777437310
TUR,Asia,Turkey,June 2020,84339067,68774043,3846211353
TUR,Asia,Turkey,June 2021,84339067,1150238039,4996449392
TUR,Asia,Turkey,March 2020,84339067,67831042,5064280434
TUR,Asia,Turkey,March 2021,84339067,371575052,5435855486
TUR,Asia,Turkey,May 2020,84339067,81314873,5517170359
TUR,Asia,Turkey,May 2021,84339067,813281449,6330451808
TUR,Asia,Turkey,November 2020,84339067,19022607,6349474415
TUR,Asia,Turkey,October 2020,84339067,29905057,6379379472
TUR,Asia,Turkey,September 2020,84339067,38858146,6418237618
TUV,Oceania,Tuvalu,April 2021,11792,9600,9600
TUV,Oceania,Tuvalu,June 2021,11792,53790,63390
TUV,Oceania,Tuvalu,May 2021,11792,74400,137790
TWN,Asia,Taiwan,April 2020,23816775,8331049,8331049
TWN,Asia,Taiwan,April 2021,23816775,958185,9289234
TWN,Asia,Taiwan,August 2020,23816775,5502500,14791734
TWN,Asia,Taiwan,August 2021,23816775,107691109,122482843
TWN,Asia,Taiwan,December 2020,23816775,2408928,124891771
TWN,Asia,Taiwan,February 2020,23816775,9488481,134380252
