iso_code,continent,location,month_year,population,new_cases,new_deaths,new_tests,new_vaccinations,partially_vaccinated,fully_vaccinated
ABW,North America,Aruba,April 2021,106766.0,10382,138,190920,112846,1129746,447677
ABW,North America,Aruba,August 2021,106766.0,271,24,70284,3306,877424,798472
ABW,North America,Aruba,July 2021,106766.0,2608,76,184551,13275,2190035,1937415
ABW,North America,Aruba,June 2021,106766.0,5144,90,182705,17725,1977800,1668040
ABW,North America,Aruba,March 2021,106766.0,1179,15,19315,33792,50199,30931
ABW,North America,Aruba,May 2021,106766.0,8022,124,193041,42522,1809663,1093371
AFG,Asia,Afghanistan,April 2020,38928341.0,1952,60,0,0,0,0
AFG,Asia,Afghanistan,April 2021,38928341.0,3291,141,0,0,5852769,0
AFG,Asia,Afghanistan,August 2020,38928341.0,1494,119,0,0,0,0
AFG,Asia,Afghanistan,August 2021,38928341.0,5040,311,0,40411,9210420,2444556
AFG,Asia,Afghanistan,December 2020,38928341.0,5252,396,0,0,0,0
AFG,Asia,Afghanistan,February 2020,38928341.0,1,0,0,0,0,0
AFG,Asia,Afghanistan,February 2021,38928341.0,691,43,0,0,28700,0
AFG,Asia,Afghanistan,January 2021,38928341.0,3497,209,0,0,0,0
AFG,Asia,Afghanistan,July 2020,38928341.0,5158,532,0,0,0,0
AFG,Asia,Afghanistan,July 2021,38928341.0,27864,1806,0,111085,23094181,6444360
AFG,Asia,Afghanistan,June 2020,38928341.0,16299,494,0,0,0,0
AFG,Asia,Afghanistan,June 2021,38928341.0,46821,1927,0,116161,16237655,5153039
AFG,Asia,Afghanistan,March 2020,38928341.0,174,4,0,0,0,0
AFG,Asia,Afghanistan,March 2021,38928341.0,740,41,0,0,1690500,0
AFG,Asia,Afghanistan,May 2020,38928341.0,13081,194,0,0,0,0
AFG,Asia,Afghanistan,May 2021,38928341.0,12093,319,0,15946,13734213,1835094
AFG,Asia,Afghanistan,November 2020,38928341.0,4849,257,0,0,0,0
AFG,Asia,Afghanistan,October 2020,38928341.0,2157,78,0,0,0,0
AFG,Asia,Afghanistan,September 2020,38928341.0,1109,57,0,0,0,0
AGO,Africa,Angola,April 2020,32866268.0,20,0,33873,55345,1251605,1039059
AGO,Africa,Angola,April 2021,32866268.0,4341,59,23462,45960,9852311,1194561
AGO,Africa,Angola,August 2020,32866268.0,1506,56,31391,53936,797449,1127625
AGO,Africa,Angola,August 2021,32866268.0,1397,59,8094,17221,10197278,8533929
AGO,Africa,Angola,December 2020,32866268.0,2414,57,27795,50693,303598,1181329
AGO,Africa,Angola,February 2021,32866268.0,1011,42,23495,44336,53015,1091067
AGO,Africa,Angola,January 2021,32866268.0,2243,61,26885,49871,178110,1194978
AGO,Africa,Angola,July 2020,32866268.0,864,39,32308,54759,922936,1113979
AGO,Africa,Angola,July 2021,32866268.0,3928,111,21549,45061,29704834,19210006
AGO,Africa,Angola,June 2020,32866268.0,198,9,32133,53777,1012644,1065049
AGO,Africa,Angola,June 2021,32866268.0,4298,134,21722,44391,24684526,13578082
AGO,Africa,Angola,March 2020,32866268.0,7,11,13790,22355,533548,412045
AGO,Africa,Angola,March 2021,32866268.0,1504,29,25145,48302,1595868,1220954
AGO,Africa,Angola,May 2020,32866268.0,59,2,34105,56381,1169862,1087120
AGO,Africa,Angola,May 2021,32866268.0,7899,170,23347,46682,18655365,3101755
AGO,Africa,Angola,November 2020,32866268.0,4334,64,27772,49843,413284,1130229
AGO,Africa,Angola,October 2020,32866268.0,5833,101,29593,52315,550523,1154477
AGO,Africa,Angola,September 2020,32866268.0,2318,75,29512,51411,652245,1104243
AIA,North America,Anguilla,April 2021,15002.0,3250,150,18043,38848,181374,2087276
AIA,North America,Anguilla,August 2021,15002.0,27,12,2979,6396,56815,53361
AIA,North America,Anguilla,February 2021,15002.0,4091,167,16428,35354,58264,14500672
AIA,North America,Anguilla,July 2021,15002.0,675,72,15948,34232,290211,252309
AIA,North America,Anguilla,June 2021,15002.0,1521,95,16303,35036,274841,181444
AIA,North America,Anguilla,March 2021,15002.0,4255,182,19544,42112,156304,10245700
AIA,North America,Anguilla,May 2021,15002.0,2465,125,17746,38172,260245,126536
ALB,Europe,Albania,April 2020,2877800.0,530,16,6582,83862,19341278,5114689
ALB,Europe,Albania,April 2021,2877800.0,5928,159,79167,356096,8962776,3673064
ALB,Europe,Albania,August 2020,2877800.0,4237,127,21445,48536,10901448,3071740
ALB,Europe,Albania,August 2021,2877800.0,1680,3,26068,98828,8388192,6580116
ALB,Europe,Albania,December 2020,2877800.0,20134,371,70388,10574,1853988,867337
ALB,Europe,Albania,February 2020,2877800.0,1071,41,26,16410,3803666,993794
ALB,Europe,Albania,February 2021,2877800.0,29040,416,109216,31623,187609,62430
ALB,Europe,Albania,January 2021,2877800.0,19811,199,95583,4810,116866,307202
ALB,Europe,Albania,July 2020,2877800.0,2741,95,13388,58182,13200393,3631875
ALB,Europe,Albania,July 2021,2877800.0,560,1,67970,257543,18838630,14318091
ALB,Europe,Albania,June 2020,2877800.0,1398,29,8931,65493,14963475,4048041
ALB,Europe,Albania,June 2021,2877800.0,206,5,74612,227255,15421037,10395861
ALB,Europe,Albania,March 2020,2877800.0,953,57,1670,96147,22247852,5836279
ALB,Europe,Albania,March 2021,2877800.0,17990,439,92136,140442,3990395,1602291
ALB,Europe,Albania,May 2020,2877800.0,364,2,6470,77167,17724123,4734076
ALB,Europe,Albania,May 2021,2877800.0,1230,57,84312,331014,13900021,6730021
ALB,Europe,Albania,November 2020,2877800.0,17307,301,56387,19418,3983084,1372681
ALB,Europe,Albania,October 2020,2877800.0,7226,122,37180,29556,6377717,1969539
ALB,Europe,Albania,September 2020,2877800.0,4136,103,25203,37786,8360887,2439329
AND,Europe,Andorra,April 2020,77265.0,369,30,48450,34755,84888502,18397995
AND,Europe,Andorra,April 2021,77265.0,1222,10,38039,65844,530490,136657
AND,Europe,Andorra,August 2020,77265.0,251,1,46454,53809,49956142,11892030
AND,Europe,Andorra,August 2021,77265.0,230,1,13926,22477,552351,410001
AND,Europe,Andorra,December 2020,77265.0,1304,8,42858,71631,12348297,4801856
AND,Europe,Andorra,February 2021,77265.0,929,9,37100,72682,49195,1161394
AND,Europe,Andorra,January 2021,77265.0,1888,17,41945,76158,3002408,3000255
AND,Europe,Andorra,July 2020,77265.0,70,0,47368,49281,59512234,13693630
AND,Europe,Andorra,July 2021,77265.0,767,1,36609,58639,1403964,946850
AND,Europe,Andorra,June 2020,77265.0,91,1,46710,43380,66691157,14967263
AND,Europe,Andorra,June 2021,77265.0,184,0,36299,57531,1060348,548336
AND,Europe,Andorra,March 2020,77265.0,376,432,49306,30517,93838015,20085238
AND,Europe,Andorra,March 2021,77265.0,1144,5,40205,84777,185630,111760
AND,Europe,Andorra,May 2020,77265.0,19,9,49166,40371,78316156,17238718
AND,Europe,Andorra,May 2021,77265.0,495,2,38407,60260,830489,172765
AND,Europe,Andorra,November 2020,77265.0,1989,1,42346,65008,21048637,6362325
AND,Europe,Andorra,October 2020,77265.0,2706,22,44656,62721,31152220,8346945
AND,Europe,Andorra,September 2020,77265.0,874,0,44086,56385,39245981,9793052
ARE,Asia,United Arab Emirates,April 2020,9890400.0,11817,99,925366,3781291,111101762,62871029
ARE,Asia,United Arab Emirates,April 2021,9890400.0,58792,90,6509867,2432684,148641130,111306376
ARE,Asia,United Arab Emirates,August 2020,9890400.0,9725,33,2018274,2104515,74408997,38959125
ARE,Asia,United Arab Emirates,August 2021,9890400.0,17308,43,3104413,492601,95179507,85135887
ARE,Asia,United Arab Emirates,December 2020,9890400.0,38962,97,4162600,309055,34177722,13057674
ARE,Asia,United Arab Emirates,February 2020,9890400.0,17,855,50994,4488176,126061980,72791217
ARE,Asia,United Arab Emirates,February 2021,9890400.0,87915,371,4901131,2686299,82678457,50558754
ARE,Asia,United Arab Emirates,January 2020,9890400.0,4,127,333,487082,13551497,7858859
ARE,Asia,United Arab Emirates,January 2021,9890400.0,95787,181,4874379,2514982,40292495,18231890
ARE,Asia,United Arab Emirates,July 2020,9890400.0,11839,36,1483576,2560739,84631697,45540641
ARE,Asia,United Arab Emirates,July 2021,9890400.0,47951,138,8186876,1720060,234350197,205392025
ARE,Asia,United Arab Emirates,June 2020,9890400.0,14110,51,1357576,2912520,91635016,50338068
ARE,Asia,United Arab Emirates,June 2021,9890400.0,62071,131,7396695,2674477,202349923,170705636
ARE,Asia,United Arab Emirates,March 2020,9890400.0,643,197,303408,4356199,124862972,71442093
ARE,Asia,United Arab Emirates,March 2021,9890400.0,69920,276,6933197,2288008,126509582,86989131
ARE,Asia,United Arab Emirates,May 2020,9890400.0,22076,159,1089866,3458469,104747336,58491367
ARE,Asia,United Arab Emirates,May 2021,9890400.0,50600,93,6230067,2693416,181263007,145375611
ARE,Asia,United Arab Emirates,November 2020,9890400.0,36231,77,3543581,733471,42808587,18902940
ARE,Asia,United Arab Emirates,October 2020,9890400.0,38439,76,3479434,1206785,54293359,26008400
ARE,Asia,United Arab Emirates,September 2020,9890400.0,23959,35,2610068,1602242,62275333,31435899
ARG,South America,Argentina,April 2020,45195777.0,3374,191,63094,163219,2877376,715744
ARG,South America,Argentina,April 2021,45195777.0,628542,8007,1405393,3973281,152598938,23411293
ARG,South America,Argentina,August 2020,45195777.0,226433,5117,659227,335862,4979054,475148
ARG,South America,Argentina,August 2021,45195777.0,136489,2848,373967,4057873,310357885,98501491
ARG,South America,Argentina,December 2020,45195777.0,200981,4515,694038,502385,6976633,211772
ARG,South America,Argentina,February 2020,45195777.0,29,26,318,80528,1854771,814068
ARG,South America,Argentina,February 2021,45195777.0,180126,3991,1010959,790542,11422038,6109191
ARG,South America,Argentina,January 2020,45195777.0,0,0,728,45134,1491481,934975
ARG,South America,Argentina,January 2021,45195777.0,301725,4729,1118970,492398,7709902,612883
ARG,South America,Argentina,July 2020,45195777.0,126772,2236,446332,293549,4471474,542071
ARG,South America,Argentina,July 2021,45195777.0,459390,11417,1008821,11334673,654328262,165568725
ARG,South America,Argentina,June 2020,45195777.0,47679,768,249179,243793,3843947,588305
ARG,South America,Argentina,June 2021,45195777.0,688590,16211,1029403,8286028,397778795,103074302
ARG,South America,Argentina,March 2020,45195777.0,1056,34,6680,127029,2473896,805447
ARG,South America,Argentina,March 2021,45195777.0,241456,3893,1081191,2824203,62124541,15046079
ARG,South America,Argentina,May 2020,45195777.0,12423,321,132138,210289,3472685,673759
ARG,South America,Argentina,May 2021,45195777.0,804421,14228,1181100,4392084,252335050,57640207
ARG,South America,Argentina,November 2020,45195777.0,257609,7728,601931,445890,6268296,268661
ARG,South America,Argentina,October 2020,45195777.0,415923,14065,804193,419122,5977844,343460
ARG,South America,Argentina,September 2020,45195777.0,333266,8277,784186,365314,5301726,396101
ARM,Asia,Armenia,April 2020,2963234.0,1534,29,15689,9440253,699374287,253147641
ARM,Asia,Armenia,April 2021,2963234.0,23425,593,129827,2597102,138113,38815809
ARM,Asia,Armenia,August 2020,2963234.0,5231,141,51869,7381702,469390673,187254833
ARM,Asia,Armenia,August 2021,2963234.0,3290,55,76682,191418,1307514,600990
ARM,Asia,Armenia,December 2020,2963234.0,24285,659,84577,5018157,217128447,113227163
ARM,Asia,Armenia,February 2021,2963234.0,5032,112,80747,3473873,83124951,69111876
ARM,Asia,Armenia,January 2021,2963234.0,7617,257,56544,4417584,153029032,94416853
ARM,Asia,Armenia,July 2020,2963234.0,13008,295,46173,7982271,533490094,206065143
ARM,Asia,Armenia,July 2021,2963234.0,5015,100,151212,911015,2793408,1089837
ARM,Asia,Armenia,June 2020,2963234.0,16260,312,40105,8296605,577311921,217327801
ARM,Asia,Armenia,June 2021,2963234.0,2425,76,101042,1453454,1522570,4109602
ARM,Asia,Armenia,March 2020,2963234.0,532,2278,179379,10345815,785752323,280092814
ARM,Asia,Armenia,March 2021,2963234.0,20581,323,124562,3274560,31033360,58616585
ARM,Asia,Armenia,May 2020,2963234.0,7216,99,35359,9164046,659621205,243078979
ARM,Asia,Armenia,May 2021,2963234.0,6606,330,99753,2092790,609518,21602750
ARM,Asia,Armenia,November 2020,2963234.0,45311,823,109396,5428108,271155487,127484594
ARM,Asia,Armenia,October 2020,2963234.0,39454,382,76536,6199927,343259563,150240998
ARM,Asia,Armenia,September 2020,2963234.0,6578,80,87574,6571756,393217857,163304435
ATG,North America,Antigua and Barbuda,April 2020,97928.0,17,9,13852,29661,255950,253620
ATG,North America,Antigua and Barbuda,April 2021,97928.0,96,4,3440,11690,854434,91427
ATG,North America,Antigua and Barbuda,August 2020,97928.0,3,0,10703,22734,158774,205825
ATG,North America,Antigua and Barbuda,August 2021,97928.0,69,0,88,6108,463825,374245
ATG,North America,Antigua and Barbuda,December 2020,97928.0,18,1,7107,14854,53500,149806
ATG,North America,Antigua and Barbuda,February 2021,97928.0,496,7,4809,9888,73152,110216
ATG,North America,Antigua and Barbuda,January 2021,97928.0,75,2,6189,12854,26750,135572
ATG,North America,Antigua and Barbuda,July 2020,97928.0,22,0,11613,24737,185526,220058
ATG,North America,Antigua and Barbuda,July 2021,97928.0,40,1,855,12357,1156094,902780
ATG,North America,Antigua and Barbuda,June 2020,97928.0,43,0,12112,25848,205010,226513
ATG,North America,Antigua and Barbuda,June 2021,97928.0,3,0,1700,38324,1055784,733916
ATG,North America,Antigua and Barbuda,March 2020,97928.0,7,27,9215,19753,175058,167521
ATG,North America,Antigua and Barbuda,March 2021,97928.0,406,14,4451,9044,685587,108480
ATG,North America,Antigua and Barbuda,May 2020,97928.0,2,0,13411,28678,238163,248069
ATG,North America,Antigua and Barbuda,May 2021,97928.0,28,10,2653,49638,988777,187380
ATG,North America,Antigua and Barbuda,November 2020,97928.0,13,1,7744,16284,77245,158525
ATG,North America,Antigua and Barbuda,October 2020,97928.0,27,0,8905,18794,106137,177815
ATG,North America,Antigua and Barbuda,September 2020,97928.0,7,0,9484,20096,128185,185633
AUS,Oceania,Australia,April 2020,25499881.0,2207,75,294098,5095,1748762,3777682
AUS,Oceania,Australia,April 2021,25499881.0,489,1,1346966,1509195,46543484,11657619
AUS,Oceania,Australia,August 2020,25499881.0,8539,456,1940511,3162,1082458,6636396
AUS,Oceania,Australia,August 2021,25499881.0,3782,25,2421883,2269639,107064699,52854781
AUS,Oceania,Australia,December 2020,25499881.0,513,1,1295446,1065,360819,9358032
AUS,Oceania,Australia,February 2020,25499881.0,16,37,166397,5897,2025245,2389170
AUS,Oceania,Australia,February 2021,25499881.0,160,0,1530497,31961,134236,9671468
AUS,Oceania,Australia,January 2020,25499881.0,9,12,34899,1278,439051,418751
AUS,Oceania,Australia,January 2021,25499881.0,393,0,1747930,533,177452,10049596
AUS,Oceania,Australia,July 2020,25499881.0,9360,97,1772673,3692,1265826,5944833
AUS,Oceania,Australia,July 2021,25499881.0,3740,14,4194297,4532912,222349816,82846567
AUS,Oceania,Australia,June 2020,25499881.0,718,1,1001414,4082,1399582,5094603
AUS,Oceania,Australia,June 2021,25499881.0,525,0,2426543,3811293,155548054,25953962
AUS,Oceania,Australia,March 2020,25499881.0,4534,18,173701,5789,1987464,3223197
AUS,Oceania,Australia,March 2021,25499881.0,344,0,1282739,638455,10588907,11365796
AUS,Oceania,Australia,May 2020,25499881.0,436,10,890927,4741,1626646,4584015
AUS,Oceania,Australia,May 2021,25499881.0,307,0,1596592,2064056,89602844,13150615
AUS,Oceania,Australia,November 2020,25499881.0,317,1,1192932,1538,523770,8397700
AUS,Oceania,Australia,October 2020,25499881.0,499,19,1176634,2112,721639,7997214
AUS,Oceania,Australia,September 2020,25499881.0,1277,231,1278271,2552,872950,7080779
AUT,Europe,Austria,April 2020,9006400.0,5272,456,319333,6560198,237023012,125951176
AUT,Europe,Austria,April 2021,9006400.0,72641,866,8441383,1487831,52185251,20718340
AUT,Europe,Austria,August 2020,9006400.0,6308,15,290250,3560897,127505672,72279224
AUT,Europe,Austria,August 2021,9006400.0,6829,16,3805114,400932,64142988,57631368
AUT,Europe,Austria,December 2020,9006400.0,78359,3038,738602,360211,10888954,14645106
AUT,Europe,Austria,February 2020,9006400.0,9,10,1148917,1298859,47001897,24687335
AUT,Europe,Austria,February 2021,9006400.0,45042,840,5552002,443518,8749081,4773429
AUT,Europe,Austria,January 2021,9006400.0,53583,1499,5628815,257154,3570265,1944666
AUT,Europe,Austria,July 2020,9006400.0,3364,13,277705,4375242,157219642,86923959
AUT,Europe,Austria,July 2021,9006400.0,8644,35,11471028,1900846,158490257,123000086
AUT,Europe,Austria,June 2020,9006400.0,1035,37,164222,5009469,180439698,98063699
AUT,Europe,Austria,June 2021,9006400.0,5597,99,13320068,2609518,129616133,70065438
AUT,Europe,Austria,March 2020,9006400.0,10171,142,4661271,7580081,274158491,144558076
AUT,Europe,Austria,March 2021,9006400.0,86789,778,8543740,1014292,26914491,10120621
AUT,Europe,Austria,May 2020,9006400.0,1279,84,192135,5977661,215689067,115741019
AUT,Europe,Austria,May 2021,9006400.0,25945,398,9883305,1995267,94495925,35962657
AUT,Europe,Austria,November 2020,9006400.0,177531,2075,865583,1119936,38517615,28116421
AUT,Europe,Austria,October 2020,9006400.0,60112,310,614748,1958477,69036248,43462167
AUT,Europe,Austria,September 2020,9006400.0,17375,66,437276,2670665,95100929,56003899
AZE,Asia,Azerbaijan,April 2020,10139175.0,1506,19,7085381,834450,138150015,132265794
AZE,Asia,Azerbaijan,April 2021,10139175.0,57396,950,577714,662978,24025163,12877143
AZE,Asia,Azerbaijan,August 2020,10139175.0,4557,86,5064277,738846,79509122,92134131
AZE,Asia,Azerbaijan,August 2021,10139175.0,15883,86,195991,626610,37159780,26628125
AZE,Asia,Azerbaijan,December 2020,10139175.0,97524,1249,2816206,615931,16521376,47775405
AZE,Asia,Azerbaijan,February 2021,10139175.0,4318,88,1536735,501270,4283210,23283213
AZE,Asia,Azerbaijan,January 2021,10139175.0,11519,491,2244975,584699,2606278,36503926
AZE,Asia,Azerbaijan,July 2020,10139175.0,14354,235,5635508,770079,95514206,103405611
AZE,Asia,Azerbaijan,July 2021,10139175.0,7802,49,350932,1424100,78662417,53201880
AZE,Asia,Azerbaijan,June 2020,10139175.0,12030,150,5997605,774975,107672073,110801896
AZE,Asia,Azerbaijan,June 2021,10139175.0,2091,61,240129,1222790,55069969,30752687
AZE,Asia,Azerbaijan,March 2020,10139175.0,298,17,7883578,892994,158501952,147764336
AZE,Asia,Azerbaijan,March 2021,10139175.0,27176,347,1157793,490138,13931491,15051756
AZE,Asia,Azerbaijan,May 2020,10139175.0,3690,39,6759543,831536,127008079,125584973
AZE,Asia,Azerbaijan,May 2021,10139175.0,14847,396,287727,793738,33561592,23195635
AZE,Asia,Azerbaijan,November 2020,10139175.0,65907,662,3269249,625800,31227399,56966213
AZE,Asia,Azerbaijan,October 2020,10139175.0,15040,139,3940241,677389,48015249,69954769
AZE,Asia,Azerbaijan,September 2020,10139175.0,3794,57,4357025,685275,61705341,78430113
BDI,Africa,Burundi,April 2020,11890781.0,9,7,254982,222831,1126710,19789218
BDI,Africa,Burundi,April 2021,11890781.0,1185,0,212184,133041,650445,11567976
BDI,Africa,Burundi,August 2020,11890781.0,58,0,248640,199119,999091,17597702
BDI,Africa,Burundi,August 2021,11890781.0,2328,29,79573,42097,201204,3609105
BDI,Africa,Burundi,December 2020,11890781.0,130,1,233856,168107,834605,14758182
BDI,Africa,Burundi,February 2021,11890781.0,577,1,204603,137947,680156,12058116
BDI,Africa,Burundi,January 2021,11890781.0,814,0,230099,160227,792802,14036664
BDI,Africa,Burundi,July 2020,11890781.0,217,0,252394,206999,1040895,18319221
BDI,Africa,Burundi,July 2021,11890781.0,1628,1,208167,114216,548759,9823931
BDI,Africa,Burundi,June 2020,11890781.0,107,0,247829,207825,1047112,18415260
BDI,Africa,Burundi,June 2021,11890781.0,662,2,205029,118035,570855,10194012
BDI,Africa,Burundi,March 2020,11890781.0,2,0,8560,7555,38231,671278
BDI,Africa,Burundi,March 2021,11890781.0,601,3,222952,145229,713256,12663455
BDI,Africa,Burundi,May 2020,11890781.0,52,0,259785,222506,1123138,19738983
BDI,Africa,Burundi,May 2021,11890781.0,795,0,215560,129723,631012,11243694
BDI,Africa,Burundi,November 2020,11890781.0,103,0,229889,170187,847474,14969094
BDI,Africa,Burundi,October 2020,11890781.0,77,0,241247,183613,916848,16177945
BDI,Africa,Burundi,September 2020,11890781.0,63,0,237042,185193,927074,16343052
BEL,Europe,Belgium,April 2020,11589616.0,35744,6889,338083,6855,33617569,25496712
BEL,Europe,Belgium,April 2021,11589616.0,107776,1214,1355150,1968555,67418271,21569386
BEL,Europe,Belgium,August 2020,11589616.0,16485,54,602628,4083,18152443,13812926
BEL,Europe,Belgium,August 2021,11589616.0,23140,44,579539,866375,98043865,87181442
BEL,Europe,Belgium,December 2020,11589616.0,69151,2883,1033911,1566,1661724,1340338
BEL,Europe,Belgium,February 2020,11589616.0,1,193,253436,7153,35835026,27160120
BEL,Europe,Belgium,February 2021,11589616.0,61358,985,1202171,526868,11495450,6189016
BEL,Europe,Belgium,January 2021,11589616.0,63657,1564,1330608,341134,4204800,113888
BEL,Europe,Belgium,July 2020,11589616.0,7324,94,434643,4841,22349643,16984714
BEL,Europe,Belgium,July 2021,11589616.0,39584,68,1954082,3588726,239528469,168184345
BEL,Europe,Belgium,June 2020,11589616.0,3046,280,373688,5409,25624981,19456785
BEL,Europe,Belgium,June 2021,11589616.0,23130,218,1307338,4157801,180122779,97916315
BEL,Europe,Belgium,March 2020,11589616.0,12774,746,69152,7830,38867659,29467228
BEL,Europe,Belgium,March 2021,11589616.0,110942,939,1759409,1116501,29040551,13735937
BEL,Europe,Belgium,May 2020,11589616.0,9862,1873,493340,6336,30608652,23225967
BEL,Europe,Belgium,May 2021,11589616.0,71772,725,1439254,2907045,123873206,45387139
BEL,Europe,Belgium,November 2020,11589616.0,148116,5020,912488,1781,5577997,4307460
BEL,Europe,Belgium,October 2020,11589616.0,310777,1609,1724008,2588,9893435,7571668
BEL,Europe,Belgium,September 2020,11589616.0,33216,121,984859,3227,13570585,10347390
BEN,Africa,Benin,April 2020,12123198.0,55,6,37106,141674,4022326,1623549
BEN,Africa,Benin,April 2021,12123198.0,721,9,18594,965603,571061,155338
BEN,Africa,Benin,August 2020,12123198.0,340,4,31922,432136,2959492,1168486
BEN,Africa,Benin,August 2021,12123198.0,671,5,5145,488273,365223,230691
BEN,Africa,Benin,December 2020,12123198.0,236,1,25530,716712,1767466,661384
BEN,Africa,Benin,February 2021,12123198.0,1541,18,20194,774816,1062499,370242
BEN,Africa,Benin,January 2021,12123198.0,642,8,23904,789024,1464575,532529
BEN,Africa,Benin,July 2020,12123198.0,606,15,33548,359829,3262384,1297342
BEN,Africa,Benin,July 2021,12123198.0,195,4,14418,1211220,1286586,419121
BEN,Africa,Benin,June 2020,12123198.0,967,18,34013,279371,3445539,1378176
BEN,Africa,Benin,June 2021,12123198.0,141,3,15500,1103300,820825,201533
BEN,Africa,Benin,March 2020,12123198.0,9,5,20412,47868,2261228,915237
BEN,Africa,Benin,March 2021,12123198.0,1666,20,20813,926645,888103,287291
BEN,Africa,Benin,May 2020,12123198.0,168,2,36745,217539,3858397,1550894
BEN,Africa,Benin,May 2021,12123198.0,237,2,17616,1068931,407942,54473
BEN,Africa,Benin,November 2020,12123198.0,372,2,26253,624743,1998844,762735
BEN,Africa,Benin,October 2020,12123198.0,286,0,28726,574426,2363480,914935
BEN,Africa,Benin,September 2020,12123198.0,212,1,29347,487046,2575631,1008108
BES,North America,Bonaire Sint Eustatius and Saba,April 2021,26221.0,1,0,8313,54346,5726,1665
BFA,Africa,Burkina Faso,April 2020,20903278.0,384,29,313611,345825,29575761,31051200
BFA,Africa,Burkina Faso,April 2021,20903278.0,593,11,270811,256041,3411003,22829957
BFA,Africa,Burkina Faso,August 2020,20903278.0,262,2,309223,326213,21487586,29235083
BFA,Africa,Burkina Faso,August 2021,20903278.0,62,1,103025,91297,449824,8113899
BFA,Africa,Burkina Faso,December 2020,20903278.0,3821,17,294440,295201,12450590,26395564
BFA,Africa,Burkina Faso,February 2021,20903278.0,1300,22,259325,252743,7197923,22569299
BFA,Africa,Burkina Faso,January 2021,20903278.0,3975,35,290685,287320,10154301,25674045
BFA,Africa,Burkina Faso,July 2020,20903278.0,144,0,312978,334093,23783871,29956602
BFA,Africa,Burkina Faso,July 2021,20903278.0,94,1,268753,241316,967851,21461312
BFA,Africa,Burkina Faso,June 2020,20903278.0,115,0,306459,330819,25203020,29677242
BFA,Africa,Burkina Faso,June 2021,20903278.0,45,2,263660,241035,457061,21455994
BFA,Africa,Burkina Faso,March 2020,20903278.0,261,78,232217,258296,23055671,23200337
BFA,Africa,Burkina Faso,March 2021,20903278.0,735,4,283534,272329,5783951,24300832
BFA,Africa,Burkina Faso,May 2020,20903278.0,202,10,320369,349599,28302369,31376360
BFA,Africa,Burkina Faso,May 2021,20903278.0,124,9,276143,256823,1265453,22881075
BFA,Africa,Burkina Faso,November 2020,20903278.0,386,1,288517,293181,14235326,26231076
BFA,Africa,Burkina Faso,October 2020,20903278.0,444,9,301830,310707,16969088,27815320
BFA,Africa,Burkina Faso,September 2020,20903278.0,688,3,295671,308187,18608066,27605034
BGD,Asia,Bangladesh,April 2020,164689383.0,7616,163,68480,238219,29156921,28777062
BGD,Asia,Bangladesh,April 2021,164689383.0,147837,2404,795159,3974772,170173148,34965432
BGD,Asia,Bangladesh,August 2020,164689383.0,75335,1170,373394,141253,17201392,20410780
BGD,Asia,Bangladesh,August 2021,164689383.0,147384,2928,553880,14008326,139739292,54711556
BGD,Asia,Bangladesh,December 2020,164689383.0,48578,915,453881,36776,4326731,11123326
BGD,Asia,Bangladesh,February 2021,164689383.0,11077,281,392036,4503108,35000699,5886921
BGD,Asia,Bangladesh,January 2021,164689383.0,21629,568,424653,85446,1127013,8763401
BGD,Asia,Bangladesh,July 2020,164689383.0,92178,1264,410349,167801,20472822,22770707
BGD,Asia,Bangladesh,July 2021,164689383.0,336226,6182,1135532,5189163,188210767,132963523
BGD,Asia,Bangladesh,June 2020,164689383.0,98330,1197,460430,187665,22927246,24283133
BGD,Asia,Bangladesh,June 2021,164689383.0,112718,1884,668386,115299,174697350,127308921
BGD,Asia,Bangladesh,March 2020,164689383.0,406,12,1765,253911,31097312,29918678
BGD,Asia,Bangladesh,March 2021,164689383.0,65079,638,629044,2762316,138313680,4271926
BGD,Asia,Bangladesh,May 2020,164689383.0,39486,482,244730,220040,26910153,27414433
BGD,Asia,Bangladesh,May 2021,164689383.0,41408,1169,472328,1960586,180462585,114422530
BGD,Asia,Bangladesh,November 2020,164689383.0,57248,721,434063,60866,7301996,13011474
BGD,Asia,Bangladesh,October 2020,164689383.0,44205,672,385847,89015,10764061,15767054
BGD,Asia,Bangladesh,September 2020,164689383.0,50483,970,397452,111420,13531671,17505403
BGR,Europe,Bulgaria,April 2020,6948445.0,1107,58,34145,141015,4025071,1220020
BGR,Europe,Bulgaria,April 2021,6948445.0,61747,3202,428959,343020,14813354,4028310
BGR,Europe,Bulgaria,August 2020,6948445.0,4576,246,158902,119102,2205924,719413
BGR,Europe,Bulgaria,August 2021,6948445.0,6238,108,127461,110523,12628771,12386489
BGR,Europe,Bulgaria,December 2020,6948445.0,56966,3541,175522,92543,267966,180348
BGR,Europe,Bulgaria,February 2021,6948445.0,28290,1146,280249,171320,2117004,660707
BGR,Europe,Bulgaria,January 2021,6948445.0,16482,1469,240054,49960,529040,135453
BGR,Europe,Bulgaria,July 2020,6948445.0,6701,153,147383,125829,2700232,856388
BGR,Europe,Bulgaria,July 2021,6948445.0,3225,152,374211,299412,31066338,27758575
BGR,Europe,Bulgaria,June 2020,6948445.0,2476,90,68172,128175,3083777,959182
BGR,Europe,Bulgaria,June 2021,6948445.0,3252,361,358361,395354,26690136,21263885
