ISO,REGION,COUNTRY,month_year,population,stringency_index,total_cases,total_deaths,total_tests,cumulative_vaccinations_count,new_cases,new_deaths,partially_vaccinated,fully_vaccinated,total_vaccinations
USA,North America,United States,May 2021,331002647,57,33267592,594234,450602123,43791131892,916731,18164,4875127646,3759662687,8634790333
USA,North America,United States,June 2021,331002647,62,33664970,604550,470770149,31906166246,397378,10316,5242726571,4369447670,9612174241
USA,North America,United States,July 2021,331002647,62,34978276,613221,491981331,22550290475,1313306,8671,5756064650,4975166500,10731231150
USA,North America,United States,August 2021,331002647,50,36306724,619093,499128115,10175135367,1328448,5872,2327682307,1992306493,4319988800
ZAF,Africa,South Africa,February 2020,59308690,3,0,0,144,109148237,0,0,0,0,0
ZAF,Africa,South Africa,March 2020,59308690,88,1353,5,41072,328094813,1353,5,0,0,0
ZAF,Africa,South Africa,April 2020,59308690,88,5647,103,207530,0,4294,98,0,0,0
ZAF,Africa,South Africa,May 2020,59308690,84,32683,683,725125,333111281,27036,580,0,0,0
ZAF,Africa,South Africa,June 2020,59308690,81,151209,2657,1630008,268156966,118526,1974,0,0,0
ZAF,Africa,South Africa,July 2020,59308690,84,493183,8005,2959535,109535261,341974,5348,0,0,0
ZAF,Africa,South Africa,August 2020,59308690,79,627041,14149,3693721,8694270,133858,6144,0,0,0
ZAF,Africa,South Africa,September 2020,59308690,72,674339,16734,4187917,350688515,47298,2585,0,0,0
ZAF,Africa,South Africa,October 2020,59308690,51,725452,19276,4822973,350688515,51113,2542,0,0,0
ZAF,Africa,South Africa,November 2020,59308690,44,790004,21535,5450273,350688515,64552,2259,0,0,0
ZAF,Africa,South Africa,December 2020,59308690,51,1057161,28469,6609208,109148237,267157,6934,0,0,0
ZAF,Africa,South Africa,January 2021,59308690,72,1453761,44164,8279200,109535261,396600,15695,0,0,0
ZAF,Africa,South Africa,February 2021,59308690,72,1513393,49993,9077479,109535261,59632,5829,387024,385894,772918
ZAF,Africa,South Africa,March 2021,59308690,48,1548157,52846,9879348,333111281,34764,2853,5016468,5016468,10032936
ZAF,Africa,South Africa,April 2021,59308690,51,1581210,54350,10654870,8694270,33053,1504,8694270,8694270,17388540
ZAF,Africa,South Africa,May 2021,59308690,51,1665617,56506,11631239,350688515,84407,2156,17577234,14920999,32498233
ZAF,Africa,South Africa,June 2021,59308690,71,1973972,60647,13133428,328094813,308355,4141,59937847,27372443,87310290
ZAF,Africa,South Africa,July 2021,59308690,75,2447454,72013,14806616,268156966,473482,11366,137329497,55661317,192990814
ZAF,Africa,South Africa,August 2021,59308690,52,2568511,76247,14806616,109148237,121057,4234,80198720,41386592,121585312
